Location,proportion
"Kearney, NE",3.3769713070004615e-05
"Prospect Heights, IL",3.3769713070004615e-05
"Kinshasa, Central Africa",3.3769713070004615e-05
"KEYSVILLE, VA",3.3769713070004615e-05
"EAST JORDAN, MI",3.3769713070004615e-05
"LEWISVILLE, TX",3.3769713070004615e-05
"TELIDA, AK",3.3769713070004615e-05
"KALKASKA, MI",3.3769713070004615e-05
"JOES, CO",3.3769713070004615e-05
"PORTAGE, MI",3.3769713070004615e-05
"WAVERLY, OH",3.3769713070004615e-05
"Chignik Lagoon, AK",3.3769713070004615e-05
"Wilkes-Barre, PA",3.3769713070004615e-05
"OROVILLE, WA",3.3769713070004615e-05
"Turlock, CA",3.3769713070004615e-05
"RALEIGH-DURHAM, NC",3.3769713070004615e-05
"CRAWFORD, CO",3.3769713070004615e-05
"HAINES, OR",3.3769713070004615e-05
"SOCORRO, NM",3.3769713070004615e-05
"Buttonwillow, CA",3.3769713070004615e-05
"St. Croix,",3.3769713070004615e-05
"Burgaw, NC",3.3769713070004615e-05
",",3.3769713070004615e-05
"ASHBURNHAM, MA",3.3769713070004615e-05
"SALEM, AR",3.3769713070004615e-05
"BOYNE FALLS, MI",3.3769713070004615e-05
"ATLANTA, TX",3.3769713070004615e-05
"CUYAMA, CA",3.3769713070004615e-05
"Alva, OK",3.3769713070004615e-05
"Port Mansfield, TX",3.3769713070004615e-05
"STOCKBRIDGE, MI",3.3769713070004615e-05
"Eldon, MO",3.3769713070004615e-05
"Manhattan, KS",3.3769713070004615e-05
"KELSEYVILLE, CA",3.3769713070004615e-05
"THROCKMORTON, TX",3.3769713070004615e-05
"VESTAL, NY",3.3769713070004615e-05
"BAY SPRINGS, MS",3.3769713070004615e-05
"Harrison, MI",3.3769713070004615e-05
"ROCKVILLE, IN",3.3769713070004615e-05
"LINCOLN, ME",3.3769713070004615e-05
"LINCOLN, MT",3.3769713070004615e-05
"FOXWORTH, MS",3.3769713070004615e-05
"GAIL, TX",3.3769713070004615e-05
"BAUDETTE, MN",3.3769713070004615e-05
"OLANCHA, CA",3.3769713070004615e-05
"WRIGHTSVILLE, GA",3.3769713070004615e-05
"CHINA LAKE, CA",3.3769713070004615e-05
"ZION, IL",3.3769713070004615e-05
"MATAGORDA, TX",3.3769713070004615e-05
"ANVIK, AK",3.3769713070004615e-05
"AKIAK, AK",3.3769713070004615e-05
"KAILUA KONA, HI",3.3769713070004615e-05
"Patillas, PR",3.3769713070004615e-05
"TRENTON, NE",3.3769713070004615e-05
"Englewood, FL",3.3769713070004615e-05
"Hungry Horse, MT",3.3769713070004615e-05
"NESS CITY, KS",3.3769713070004615e-05
"Georgetown, KY",3.3769713070004615e-05
"Bonham, TX",3.3769713070004615e-05
"POMEROY, WA",3.3769713070004615e-05
"CLINTON, NC",3.3769713070004615e-05
"Laredo, TX",3.3769713070004615e-05
"Corsicana, TX",3.3769713070004615e-05
"Shelbyville, IN",3.3769713070004615e-05
"SCREVEN, GA",3.3769713070004615e-05
"Dade City, FL",3.3769713070004615e-05
"CROSBY, ND",3.3769713070004615e-05
"ALCOA, TN",3.3769713070004615e-05
"Lumberton, MS",3.3769713070004615e-05
"ST GEORGE, UT",3.3769713070004615e-05
"WEATHERFORD, OK",3.3769713070004615e-05
"KINGSVILLE, TX",3.3769713070004615e-05
"BOWIE, AZ",3.3769713070004615e-05
"KAHUKU, HI",3.3769713070004615e-05
"HEBRON, OH",3.3769713070004615e-05
"Guwahati, India",3.3769713070004615e-05
"STEBBINS, AK",3.3769713070004615e-05
"WARRENTON, MO",3.3769713070004615e-05
"FORT BRIDGER, WY",3.3769713070004615e-05
"UNKNOWN, FL",3.3769713070004615e-05
"ELKHART, KS",3.3769713070004615e-05
"WALLACE, ID",3.3769713070004615e-05
"MENOMINEE FALLS, WI",3.3769713070004615e-05
"ANTHONY, NM",3.3769713070004615e-05
"HOLLANDALE, MN",3.3769713070004615e-05
"Osceola, WI",3.3769713070004615e-05
"PARIS, ID",3.3769713070004615e-05
"CHATSWORTH, NJ",3.3769713070004615e-05
"LYSITE, WY",3.3769713070004615e-05
"CARMI, IL",3.3769713070004615e-05
"NEWTOK, AK",3.3769713070004615e-05
"MIMBRES, NM",3.3769713070004615e-05
"JACKSON, AL",3.3769713070004615e-05
"COLLBRAN, CO",3.3769713070004615e-05
"TUNUNAK, AK",3.3769713070004615e-05
"ALVARADO, TX",3.3769713070004615e-05
"SOUTH BAY, FL",3.3769713070004615e-05
"Wamena, Indonesia",3.3769713070004615e-05
"LEROY, NY",3.3769713070004615e-05
"Edinburg, TX",3.3769713070004615e-05
"LAKE GEORGE, AK",3.3769713070004615e-05
"ALEXANDER RIVER, AK",3.3769713070004615e-05
"Hilliard, FL",3.3769713070004615e-05
"Slaughter, LA",3.3769713070004615e-05
"Molokai, HI",3.3769713070004615e-05
"DALLAS, OR",3.3769713070004615e-05
"GASTON, SC",3.3769713070004615e-05
"La Belle, FL",3.3769713070004615e-05
"Nondalton, AK",3.3769713070004615e-05
"Alamosa, CO",3.3769713070004615e-05
"Lewiston, ME",3.3769713070004615e-05
"Lopez Island, WA",3.3769713070004615e-05
"CUSICK, WA",3.3769713070004615e-05
"Dubois, WY",3.3769713070004615e-05
"LAPWAI, ID",3.3769713070004615e-05
"Bennington, VT",3.3769713070004615e-05
"Toledo, OH",3.3769713070004615e-05
"IOWA FALLS, IA",3.3769713070004615e-05
"MONTOURSVILLE, PA",3.3769713070004615e-05
"Lamesa, TX",3.3769713070004615e-05
"San Salvador, Spain",3.3769713070004615e-05
"ASHLAND, WI",3.3769713070004615e-05
"INTRACOASTL CTY, LA",3.3769713070004615e-05
"PRAIRIE DU SAC, WI",3.3769713070004615e-05
"ROCHELLE, IL",3.3769713070004615e-05
"ROSENBERG, TX",3.3769713070004615e-05
"RIVER RANCH, FL",3.3769713070004615e-05
"IMPERIAL, TX",3.3769713070004615e-05
"PORT ARTHUR, TX",3.3769713070004615e-05
"College Park, MD",3.3769713070004615e-05
"SILETZ, OR",3.3769713070004615e-05
"Kinston, NC",3.3769713070004615e-05
"Kingston, NY",3.3769713070004615e-05
"Crete, NE",3.3769713070004615e-05
"E. FARMINGDALE, NY",3.3769713070004615e-05
"WESTHAMPTON, NY",3.3769713070004615e-05
"CLARKSTON, WA",3.3769713070004615e-05
"RICHLAND, MO",3.3769713070004615e-05
"SUGARLOAF KEY, FL",3.3769713070004615e-05
"PARIS, AR",3.3769713070004615e-05
"TAMARAC, FL",3.3769713070004615e-05
"ESPANOLA, NM",3.3769713070004615e-05
"KINNELON, NJ",3.3769713070004615e-05
"GREENWICH, CT",3.3769713070004615e-05
"Lantana, FL",3.3769713070004615e-05
"SPRINGFIELD, VT",3.3769713070004615e-05
"TIFFIN, OH",3.3769713070004615e-05
"Myrtle Creek, OR",3.3769713070004615e-05
"Durban, South Africa",3.3769713070004615e-05
"BECKWOURTH, CA",3.3769713070004615e-05
"PRUDHOE BAY, AK",3.3769713070004615e-05
"WASHBURN, ND",3.3769713070004615e-05
"WADESBORO, NC",3.3769713070004615e-05
"OCOEE, FL",3.3769713070004615e-05
"BIG BEAR LAKE, CA",3.3769713070004615e-05
"HEFLIN, AL",3.3769713070004615e-05
"PAWNEE, OK",3.3769713070004615e-05
"Joshua Tree, CA",3.3769713070004615e-05
"STIBNITE, ID",3.3769713070004615e-05
"Birchwood, AK",3.3769713070004615e-05
"Brighton, MI",3.3769713070004615e-05
"Mt. Vernon, IL",3.3769713070004615e-05
"WINCHESTER, TN",3.3769713070004615e-05
"WARREN, MI",3.3769713070004615e-05
"WICKENBERG, AZ",3.3769713070004615e-05
"FRIEDENS, PA",3.3769713070004615e-05
"AUDUBON, IA",3.3769713070004615e-05
"SHELBY, MT",3.3769713070004615e-05
"DOUGLASVILLE, GA",3.3769713070004615e-05
"Hitchcock, TX",3.3769713070004615e-05
"BROWNSVILLE, CA",3.3769713070004615e-05
"GRANTSBURG, WI",3.3769713070004615e-05
"May, ID",3.3769713070004615e-05
"TENINO, WA",3.3769713070004615e-05
"Gettysburg, PA",3.3769713070004615e-05
"Chemehuevi Valley, CA",3.3769713070004615e-05
"Dalhart, TX",3.3769713070004615e-05
"Canby, MN",3.3769713070004615e-05
"WAUPACA, WI",3.3769713070004615e-05
"MAIZE, KS",3.3769713070004615e-05
"SHAW ISLAND, WA",3.3769713070004615e-05
"HEBRON, NE",3.3769713070004615e-05
"MINONK, IL",3.3769713070004615e-05
"Bogata, Colombia",3.3769713070004615e-05
"Roskilde, Denmark",3.3769713070004615e-05
"PRAY, MT",3.3769713070004615e-05
"ASH FORK, AZ",3.3769713070004615e-05
"GRINNELL, IA",3.3769713070004615e-05
"FAIRFIELD, ID",3.3769713070004615e-05
"MONARCH, MT",3.3769713070004615e-05
"FLEMINGTON, NJ",3.3769713070004615e-05
"WELLSVILLE, PA",3.3769713070004615e-05
"TOPPING, VA",3.3769713070004615e-05
"MAUI, HI",3.3769713070004615e-05
"Ama, LA",3.3769713070004615e-05
"New Hudson, MI",3.3769713070004615e-05
"Delavan, WI",3.3769713070004615e-05
"GUADALAJARA, MEXICO",3.3769713070004615e-05
"HYAMPOM, CA",3.3769713070004615e-05
"Fairmont, WV",3.3769713070004615e-05
"Orange, VA",3.3769713070004615e-05
"Clark, SD",3.3769713070004615e-05
"Trumann, AR",3.3769713070004615e-05
"Marfa, TX",3.3769713070004615e-05
"Harrison, OH",3.3769713070004615e-05
"Worthington, MN",3.3769713070004615e-05
"LAKE CITY, SC",3.3769713070004615e-05
"Kingstree, SC",3.3769713070004615e-05
"Fremont, NE",3.3769713070004615e-05
"LEWISVILLE, AR",3.3769713070004615e-05
"OLCOTT, NY",3.3769713070004615e-05
"MALAD CITY, ID",3.3769713070004615e-05
"DARIEN, GA",3.3769713070004615e-05
"HOBART BAY, AK",3.3769713070004615e-05
"DICKSON, TN",3.3769713070004615e-05
"Rockingham, NC",3.3769713070004615e-05
"Howe, ID",3.3769713070004615e-05
"Waterville, ME",3.3769713070004615e-05
"PANGUITCH, UT",3.3769713070004615e-05
"EAST PALESTINE, OH",3.3769713070004615e-05
"STRATTON, CO",3.3769713070004615e-05
"WYATT, MO",3.3769713070004615e-05
"ARNAUDVILLE, LA",3.3769713070004615e-05
"DE WITT, AR",3.3769713070004615e-05
"EARLY, TX",3.3769713070004615e-05
"IDABEL, OK",3.3769713070004615e-05
"PONCA CITY, OK",3.3769713070004615e-05
"ROCK SOUND, BAHAMAS",3.3769713070004615e-05
"LUCASVILLE, OH",3.3769713070004615e-05
"SACATON, AZ",3.3769713070004615e-05
"West Union, OH",3.3769713070004615e-05
"Mineola, TX",3.3769713070004615e-05
"JEFFERSON, GA",3.3769713070004615e-05
"Donalsonville, GA",3.3769713070004615e-05
"MYERSVILLE, MD",3.3769713070004615e-05
"CHARLOTTE, VT",3.3769713070004615e-05
"Harlan, IA",3.3769713070004615e-05
"Bumpass, VA",3.3769713070004615e-05
"Adrian, OR",3.3769713070004615e-05
"FAIRMONT, MN",3.3769713070004615e-05
"EFFINGHAM, IL",3.3769713070004615e-05
"GRENOLA, KS",3.3769713070004615e-05
"DANIA, FL",3.3769713070004615e-05
"Roosevelt, UT",3.3769713070004615e-05
"Caddo Mills, TX",3.3769713070004615e-05
"Eatonville, WA",3.3769713070004615e-05
"Waterloo, IA",3.3769713070004615e-05
"CISCO, TX",3.3769713070004615e-05
"WIKIEUP, AZ",3.3769713070004615e-05
"HASTINGS, NE",3.3769713070004615e-05
"MARSHALL, AR",3.3769713070004615e-05
"AURORA, NE",3.3769713070004615e-05
"CHEMULT, OR",3.3769713070004615e-05
"GAMBELL, AK",3.3769713070004615e-05
"NORCO, CA",3.3769713070004615e-05
"FORT MEADE, FL",3.3769713070004615e-05
"PITTSFIELD, ME",3.3769713070004615e-05
"SUN CITY, FL",3.3769713070004615e-05
"MIDDLE RIVER, MD",3.3769713070004615e-05
"TREMONT CITY, OH",3.3769713070004615e-05
"HURLEY, NM",3.3769713070004615e-05
"KERSEY, CO",3.3769713070004615e-05
"POPLARVILLE, MS",3.3769713070004615e-05
"HARWINTON, CT",3.3769713070004615e-05
"Paris, ",3.3769713070004615e-05
"CORAM, NY",3.3769713070004615e-05
"Mayfield, KY",3.3769713070004615e-05
"Brodhead, WI",3.3769713070004615e-05
"WAYNESBORO, MS",3.3769713070004615e-05
"Black River Falls, WI",3.3769713070004615e-05
"River Falls, WI",3.3769713070004615e-05
"FITZGERALD, GA",3.3769713070004615e-05
"NAGEEZI, NM",3.3769713070004615e-05
"WALTERS, OK",3.3769713070004615e-05
"CLIMAX, CO",3.3769713070004615e-05
"Lanseria, OF",3.3769713070004615e-05
"BOWIE, TX",3.3769713070004615e-05
"MT. PLEASANT, TN",3.3769713070004615e-05
"MT AIRY, NC",3.3769713070004615e-05
"Mumbai, ",3.3769713070004615e-05
"OXFORD, ME",3.3769713070004615e-05
"KIRKLAND, WA",3.3769713070004615e-05
"PETERSBURG, MI",3.3769713070004615e-05
"SYLVANIA, GA",3.3769713070004615e-05
"Laurel, MT",3.3769713070004615e-05
"Centerburg, OH",3.3769713070004615e-05
"Boyd, TX",3.3769713070004615e-05
"ANNVILLE, PA",3.3769713070004615e-05
"AUBERRY, CA",3.3769713070004615e-05
"MILPITAS, CA",3.3769713070004615e-05
"ALPINE, WY",3.3769713070004615e-05
"DECKER, IN",3.3769713070004615e-05
"PIERCE, ID",3.3769713070004615e-05
"MOOSE CREEK, ID",2.2513142046669745e-05
"Cairns, ",2.2513142046669745e-05
"TRUTH OR CONS, NM",2.2513142046669745e-05
"LITTLETON, MA",2.2513142046669745e-05
"Bangkok, ",2.2513142046669745e-05
"Sydney, ",2.2513142046669745e-05
"London, ",2.2513142046669745e-05
"Portland, AR",2.2513142046669745e-05
"Aaachen, ",2.2513142046669745e-05
"Richmond, ",2.2513142046669745e-05
"TBD, ",2.2513142046669745e-05
"Peshawar, OF",2.2513142046669745e-05
"LESLIE, AR",2.2513142046669745e-05
"Copenhagen, ",2.2513142046669745e-05
"Panama City, ",2.2513142046669745e-05
"Buenos Aires, ",2.2513142046669745e-05
"Maiquetia, ",2.2513142046669745e-05
"Grapevine, TX",2.2513142046669745e-05
"Madrid, ",2.2513142046669745e-05
"Adaminaby, ",2.2513142046669745e-05
"Augsburg, ",2.2513142046669745e-05
"Port Bolivar, TX",2.2513142046669745e-05
"Hampshire, ",2.2513142046669745e-05
"LEICESTER, MA",2.2513142046669745e-05
"MARYLAND HEIGHT, MO",2.2513142046669745e-05
"RESERVE, LA",2.2513142046669745e-05
"MAXTON, NC",2.2513142046669745e-05
"WINN, MI",2.2513142046669745e-05
"VALLEY PARK, MS",2.2513142046669745e-05
"CHURCH POINT, LA",2.2513142046669745e-05
"Westley, CA",2.2513142046669745e-05
"Whitehorse, Canada",2.2513142046669745e-05
"Miller, MO",2.2513142046669745e-05
"Sawyer, MI",2.2513142046669745e-05
"Towanda, PA",2.2513142046669745e-05
"Riverdale, CA",2.2513142046669745e-05
"Dundee, MS",2.2513142046669745e-05
"PARADISE VALLEY, NV",2.2513142046669745e-05
"SAINT MARYS, AK",2.2513142046669745e-05
"MURIETTA, CA",2.2513142046669745e-05
"BADGER, SD",2.2513142046669745e-05
"MOORE, ID",2.2513142046669745e-05
"Willow Creek, CA",2.2513142046669745e-05
"Hayesville, NC",2.2513142046669745e-05
"Hertford, NC",2.2513142046669745e-05
"Sulphur Creek, ID",2.2513142046669745e-05
"IRAAN, TX",2.2513142046669745e-05
"FORT VALLEY, GA",2.2513142046669745e-05
"LK BUENA VISTA, FL",2.2513142046669745e-05
"ARCADE, NY",2.2513142046669745e-05
"VAIDEN, MS",2.2513142046669745e-05
"DILLON, SC",2.2513142046669745e-05
"Norridgewock, ME",2.2513142046669745e-05
"Minter City, MS",2.2513142046669745e-05
"Ravenswood, WV",2.2513142046669745e-05
"Akiachak, AK",2.2513142046669745e-05
"Elwood, NE",2.2513142046669745e-05
"Pine River, MN",2.2513142046669745e-05
"BULCHITNA LAKE, AK",2.2513142046669745e-05
"MALONE, TX",2.2513142046669745e-05
"Iowa Falls, IA",2.2513142046669745e-05
"West Point, VA",2.2513142046669745e-05
"Livermore Falls, ME",2.2513142046669745e-05
"Mentone, IN",2.2513142046669745e-05
"Bluffton, OH",2.2513142046669745e-05
"RATHDRUM, ID",2.2513142046669745e-05
"DESHKA RIVER, AK",2.2513142046669745e-05
"COBB, GA",2.2513142046669745e-05
"TAHOKA, TX",2.2513142046669745e-05
"Hayward, WI",2.2513142046669745e-05
"Knobel, AR",2.2513142046669745e-05
"Racine, WI",2.2513142046669745e-05
"Gig Harbor, WA",2.2513142046669745e-05
"South Charleston, WV",2.2513142046669745e-05
"MAMMOTH, CA",2.2513142046669745e-05
"HOOKER, OK",2.2513142046669745e-05
"St. Elmo, AL",2.2513142046669745e-05
"Warwickshire, United Kingdom",2.2513142046669745e-05
"Anchor Point, AK",2.2513142046669745e-05
"MIDDLETOWN, CT",2.2513142046669745e-05
"SUTTON, MA",2.2513142046669745e-05
"Covert, MI",2.2513142046669745e-05
"JETMORE, KS",2.2513142046669745e-05
"Beach City, TX",2.2513142046669745e-05
"Bellevue, WA",2.2513142046669745e-05
"TUSCOLA, IL",2.2513142046669745e-05
"HAMBURG, MI",2.2513142046669745e-05
VEGA BAJA,2.2513142046669745e-05
"HAVASU LAKE, CA",2.2513142046669745e-05
"WELCH, WV",2.2513142046669745e-05
"Rimrock, WA",2.2513142046669745e-05
"Paragonah, UT",2.2513142046669745e-05
"HOBOKEN, GA",2.2513142046669745e-05
"Acworth, GA",2.2513142046669745e-05
"E. GRAND FORKS, MN",2.2513142046669745e-05
"DURAND, WI",2.2513142046669745e-05
"ROLLING PRAIRIE, IN",2.2513142046669745e-05
"MERCEDES, TX",2.2513142046669745e-05
"WINNIE, TX",2.2513142046669745e-05
"Kaktovik, AK",2.2513142046669745e-05
"Evora, Portugal",2.2513142046669745e-05
"North Bay, Canada",2.2513142046669745e-05
"MEXICAN HAT, UT",2.2513142046669745e-05
"CLARKSON, NY",2.2513142046669745e-05
"MT. PLEASANT, IA",2.2513142046669745e-05
"JOBSTOWN, NJ",2.2513142046669745e-05
"Coupeville, WA",2.2513142046669745e-05
"VAN WERT, OH",2.2513142046669745e-05
"North Captiva Island, FL",2.2513142046669745e-05
"Whittemore, IA",2.2513142046669745e-05
"Audubon, IA",2.2513142046669745e-05
"McRae, GA",2.2513142046669745e-05
"SWANSBORO, NC",2.2513142046669745e-05
"ELGIN, ND",2.2513142046669745e-05
"Fairmount, GA",2.2513142046669745e-05
"East Grand Forks, MN",2.2513142046669745e-05
"PIERCE, CO",2.2513142046669745e-05
"SHELBYVILLE, KY",2.2513142046669745e-05
"NEW CASTLE, CO",2.2513142046669745e-05
"DECKER'S ISLAND, TX",2.2513142046669745e-05
"PATASKALA, OH",2.2513142046669745e-05
"South Haven, MI",2.2513142046669745e-05
"Harrison, NE",2.2513142046669745e-05
"Crystal, MN",2.2513142046669745e-05
"BURBANK, WA",2.2513142046669745e-05
ISLA VERDE,2.2513142046669745e-05
"SURFSIDE BEACH, SC",2.2513142046669745e-05
"PILLAGER, MN",2.2513142046669745e-05
"EDWARDSVILLE, IL",2.2513142046669745e-05
"KEOSAUQUA, IA",2.2513142046669745e-05
"Baltimore, OH",2.2513142046669745e-05
"Zebulon, NC",2.2513142046669745e-05
"Elberton, GA",2.2513142046669745e-05
"Marietta, GA",2.2513142046669745e-05
"Arthur, NE",2.2513142046669745e-05
"ORANGE BEACH, AL",2.2513142046669745e-05
"SUNDANCE, WY",2.2513142046669745e-05
"TOPSAIL BEACH, NC",2.2513142046669745e-05
"Cordova, IL",2.2513142046669745e-05
"Corning, IA",2.2513142046669745e-05
"FRANKLIN CENTER, PA",2.2513142046669745e-05
"WINNECONNE, WI",2.2513142046669745e-05
"TETLIN, AK",2.2513142046669745e-05
"LENOIR, NC",2.2513142046669745e-05
"Weeping Water, NE",2.2513142046669745e-05
"Marianna, FL",2.2513142046669745e-05
"Cottage Grove, WI",2.2513142046669745e-05
"Arcanum, OH",2.2513142046669745e-05
"TURNERS FALLS, MA",2.2513142046669745e-05
"COLUMBIA CITY, IN",2.2513142046669745e-05
"Lakeview, MI",2.2513142046669745e-05
"Jenison, MI",2.2513142046669745e-05
"Orland, CA",2.2513142046669745e-05
"HAZLEHURST, GA",2.2513142046669745e-05
"MASTERSON, TX",2.2513142046669745e-05
"WASHINGTON, CT",2.2513142046669745e-05
"Hooper, UT",2.2513142046669745e-05
"Kimball, NE",2.2513142046669745e-05
"Fredericksburg, PA",2.2513142046669745e-05
"EDMONDS, WA",2.2513142046669745e-05
"MONROEVILLE, PA",2.2513142046669745e-05
"Brownsville, OR",2.2513142046669745e-05
"Thomasville, PA",2.2513142046669745e-05
"PARSONS, KS",2.2513142046669745e-05
"LOUISBURG, KS",2.2513142046669745e-05
"ASHBY, NE",2.2513142046669745e-05
"HURON, SD",2.2513142046669745e-05
"DeWitt, AR",2.2513142046669745e-05
"Decatur, AL",2.2513142046669745e-05
"Robbins, CA",2.2513142046669745e-05
"GRANDIN, ND",2.2513142046669745e-05
"RUSSELL, KS",2.2513142046669745e-05
"CLYDE, OH",2.2513142046669745e-05
"ANADARKO, OK",2.2513142046669745e-05
"ROANOKE, AL",2.2513142046669745e-05
AGANA,2.2513142046669745e-05
"Forest Grove, OR",2.2513142046669745e-05
"Fire Island, NY",2.2513142046669745e-05
"Tuluksak, AK",2.2513142046669745e-05
"Danville, PA",2.2513142046669745e-05
"Santa Cruz, Saint Barthelemy",2.2513142046669745e-05
"Camp Springs, MD",2.2513142046669745e-05
"Mitchell, SD",2.2513142046669745e-05
"HUGOTON, KS",2.2513142046669745e-05
"BROOKLYN, CT",2.2513142046669745e-05
"TRENTON, KY",2.2513142046669745e-05
"KUSKATAN RIVER, AK",2.2513142046669745e-05
"Sullivan, MO",2.2513142046669745e-05
"Enterprise, AL",2.2513142046669745e-05
"Hilltop Lakes, TX",2.2513142046669745e-05
"Highgate, VT",2.2513142046669745e-05
"Gainesboro, TN",2.2513142046669745e-05
"PLAINSBORO, NJ",2.2513142046669745e-05
"KAUAI, HI",2.2513142046669745e-05
"WHEELER, TX",2.2513142046669745e-05
"TORREY PINES, CA",2.2513142046669745e-05
"Pinehurst, NC",2.2513142046669745e-05
"Griffith, IN",2.2513142046669745e-05
"Lexington, SC",2.2513142046669745e-05
"TEN SLEEP, WY",2.2513142046669745e-05
"CORDELL, OK",2.2513142046669745e-05
"PRAIRIE CITY, OR",2.2513142046669745e-05
"WINTON, NC",2.2513142046669745e-05
"HARRISBURG, NE",2.2513142046669745e-05
"Oakland Park, FL",2.2513142046669745e-05
"Southbridge, MA",2.2513142046669745e-05
"YENTNA RIVER, AK",2.2513142046669745e-05
"MOUNT AIRY, NC",2.2513142046669745e-05
"KEAAU, HI",2.2513142046669745e-05
"KEARNY, AZ",2.2513142046669745e-05
"Johnson City, KS",2.2513142046669745e-05
"Hollister, MO",2.2513142046669745e-05
"LECOMPTE, LA",2.2513142046669745e-05
"VALLEY CITY, OH",2.2513142046669745e-05
"CARIBOU LAKE, AK",2.2513142046669745e-05
"WHITE PIGEON, MI",2.2513142046669745e-05
"Fairfield, PA",2.2513142046669745e-05
"Demopolis, AL",2.2513142046669745e-05
"CENTER, TX",2.2513142046669745e-05
"TAZEWELL, VA",2.2513142046669745e-05
"Los Alamitos, CA",2.2513142046669745e-05
"Crystal Falls, MI",2.2513142046669745e-05
"Edwards, CA",2.2513142046669745e-05
"Leadore, ID",2.2513142046669745e-05
"Minsk, Bolivia (Plurinational State of)",2.2513142046669745e-05
"Sikeston, MO",2.2513142046669745e-05
"NEWTON, NJ",2.2513142046669745e-05
"CROSSROADS, NM",2.2513142046669745e-05
"CAMP SPRINGS, MD",2.2513142046669745e-05
"HANKAMER, TX",2.2513142046669745e-05
"Shelbyville, TN",2.2513142046669745e-05
"Dunsmuir, CA",2.2513142046669745e-05
"HINCHINBROOK IS, AK",2.2513142046669745e-05
"TWO LAKES, AK",2.2513142046669745e-05
"FRENCHGLEN, OR",2.2513142046669745e-05
"NABESNA, AK",2.2513142046669745e-05
"EMMAUS, PA",2.2513142046669745e-05
"Fairview, NC",2.2513142046669745e-05
"JACKSON, MO",2.2513142046669745e-05
"ADVANCE, MO",2.2513142046669745e-05
"HOLLISTON, MA",2.2513142046669745e-05
"Ft Pierce, FL",2.2513142046669745e-05
"Baxley, GA",2.2513142046669745e-05
"ROCK SPRINGS, TX",2.2513142046669745e-05
"Chesnee, SC",2.2513142046669745e-05
"ARDMORE, AL",2.2513142046669745e-05
"SALTON CITY, CA",2.2513142046669745e-05
"DRY CREEK, AK",2.2513142046669745e-05
"BIG SANDY, MT",2.2513142046669745e-05
"BAYARD, NE",2.2513142046669745e-05
"WILTON, ME",2.2513142046669745e-05
"Granger, TX",2.2513142046669745e-05
"Chowchilla, CA",2.2513142046669745e-05
"Hazen, ND",2.2513142046669745e-05
"Sherwood, OR",2.2513142046669745e-05
"Paoli, IN",2.2513142046669745e-05
"Mount Victory, OH",2.2513142046669745e-05
"Bredasdorp, South Africa",2.2513142046669745e-05
"Lebanon, PA",2.2513142046669745e-05
"OCKLAWAHA, FL",2.2513142046669745e-05
"CHENEY, KS",2.2513142046669745e-05
"Baker, CA",2.2513142046669745e-05
"Ocean Isle Beach, NC",2.2513142046669745e-05
"HAYES CENTER, NE",2.2513142046669745e-05
"ADAMS, TN",2.2513142046669745e-05
"NEW HOPE, AL",2.2513142046669745e-05
"ASHTABULA, OH",2.2513142046669745e-05
GRAND ISLE,2.2513142046669745e-05
"Greencastle, IN",2.2513142046669745e-05
"CATAWISSA, PA",2.2513142046669745e-05
"WATERLOO, AL",2.2513142046669745e-05
"CUBA, NM",2.2513142046669745e-05
"BRADLEY LAKE, AK",2.2513142046669745e-05
"CARBONADO, WA",2.2513142046669745e-05
"ERIE, ND",2.2513142046669745e-05
"DANVILLE, IN",2.2513142046669745e-05
"Belmar, NJ",2.2513142046669745e-05
"Darlington, SC",2.2513142046669745e-05
"Dover, DE",2.2513142046669745e-05
"Charleston, MO",2.2513142046669745e-05
"CERRITOS, CA",2.2513142046669745e-05
"COSHOCTON, OH",2.2513142046669745e-05
"ST. JOHN, WA",2.2513142046669745e-05
"Columbia, MS",2.2513142046669745e-05
"OVID, CO",2.2513142046669745e-05
"LAPEER, NY",2.2513142046669745e-05
"IMLAY CITY, MI",2.2513142046669745e-05
"Carlisle, AR",2.2513142046669745e-05
"Quevedo, Spain",2.2513142046669745e-05
"Middletown, CA",2.2513142046669745e-05
"St. Paul, MN",2.2513142046669745e-05
"Sanibel Island, FL",2.2513142046669745e-05
"SEAGOVILLE, TX",2.2513142046669745e-05
"LUTHERSVILLE, GA",2.2513142046669745e-05
"Mt. Comfort, IN",2.2513142046669745e-05
"Rome, NY",2.2513142046669745e-05
"Carmi, IL",2.2513142046669745e-05
"Temple Bar, AZ",2.2513142046669745e-05
"Egelsbach, Germany",2.2513142046669745e-05
"Harrold, SD",2.2513142046669745e-05
CABO ROJO,2.2513142046669745e-05
"SO. BETHLEHEM, NY",2.2513142046669745e-05
"CRYSTAL SPRINGS, FL",2.2513142046669745e-05
"Somerset, KY",2.2513142046669745e-05
"Eagle Pass, TX",2.2513142046669745e-05
"Ojai, CA",2.2513142046669745e-05
"MAUNALOA, HI",2.2513142046669745e-05
"NASVILLE, TN",2.2513142046669745e-05
"TALIHINA, OK",2.2513142046669745e-05
"AURORA, IN",2.2513142046669745e-05
"WORDEN, MT",2.2513142046669745e-05
"Moyock, NC",2.2513142046669745e-05
"MC ALESTER, OK",2.2513142046669745e-05
"FORISTELL, MO",2.2513142046669745e-05
"HORTON, KS",2.2513142046669745e-05
