Make,proportion
Silver,1.1257965010244749e-05
Lovern,1.1257965010244749e-05
Bowermaster,1.1257965010244749e-05
Flake,1.1257965010244749e-05
Vacey,1.1257965010244749e-05
"Reher, Kent O.",1.1257965010244749e-05
Lach,1.1257965010244749e-05
Coen,1.1257965010244749e-05
Mascola,1.1257965010244749e-05
Westholm,1.1257965010244749e-05
Ferrie,1.1257965010244749e-05
Sterner,1.1257965010244749e-05
Legrand,1.1257965010244749e-05
Alfred F. Dibernardino,1.1257965010244749e-05
R&k Special,1.1257965010244749e-05
Scaled Composites,1.1257965010244749e-05
James Cote,1.1257965010244749e-05
Joseph W. Hillbrand,1.1257965010244749e-05
E Tn Plts Starduster,1.1257965010244749e-05
Joe L. Harr,1.1257965010244749e-05
Daniel S. Taylor,1.1257965010244749e-05
Olsen-gordon,1.1257965010244749e-05
Marier,1.1257965010244749e-05
Dean Bartel,1.1257965010244749e-05
Golightly,1.1257965010244749e-05
Sommerauer,1.1257965010244749e-05
Mcinroy,1.1257965010244749e-05
Kelm,1.1257965010244749e-05
Cryder,1.1257965010244749e-05
Featherston,1.1257965010244749e-05
Emmert,1.1257965010244749e-05
Schlappi,1.1257965010244749e-05
"Daffron, Harold C.",1.1257965010244749e-05
Piotrowski,1.1257965010244749e-05
Cooprider,1.1257965010244749e-05
Angel Elbert S Jr,1.1257965010244749e-05
Steven Ulrich,1.1257965010244749e-05
Cleveland,1.1257965010244749e-05
Braegger,1.1257965010244749e-05
Ebershoff,1.1257965010244749e-05
Carson,1.1257965010244749e-05
Avions Marcel Dassault,1.1257965010244749e-05
Parker Warren,1.1257965010244749e-05
Latham,1.1257965010244749e-05
Erik K. Van Der Kaay,1.1257965010244749e-05
Melton,1.1257965010244749e-05
Historical Aircraft Corp.,1.1257965010244749e-05
Skytek,1.1257965010244749e-05
Asher,1.1257965010244749e-05
Newgard,1.1257965010244749e-05
Jacobson,1.1257965010244749e-05
Remote Sensing,1.1257965010244749e-05
Clunis,1.1257965010244749e-05
Furche-bielsko,1.1257965010244749e-05
Plummer,1.1257965010244749e-05
Oconnell,1.1257965010244749e-05
Cannon,1.1257965010244749e-05
Lampman,1.1257965010244749e-05
Roberts,1.1257965010244749e-05
Gansheimer,1.1257965010244749e-05
Argo,1.1257965010244749e-05
Jenks,1.1257965010244749e-05
"Harper, Jack M.",1.1257965010244749e-05
Corby Starlet,1.1257965010244749e-05
Robl,1.1257965010244749e-05
Richmond,1.1257965010244749e-05
Hallstrom,1.1257965010244749e-05
"Townsend, H.l.",1.1257965010244749e-05
Mid State Ultra Light,1.1257965010244749e-05
Hillberg,1.1257965010244749e-05
Praker Thorp,1.1257965010244749e-05
Bradford,1.1257965010244749e-05
Fighter Rebuilders,1.1257965010244749e-05
Defelici,1.1257965010244749e-05
Randolph Flagg,1.1257965010244749e-05
Foote,1.1257965010244749e-05
Robert O. Ely,1.1257965010244749e-05
Abc,1.1257965010244749e-05
Talago,1.1257965010244749e-05
Back Forty Developments,1.1257965010244749e-05
Morris,1.1257965010244749e-05
Blaine Laux,1.1257965010244749e-05
Comben,1.1257965010244749e-05
Dooley,1.1257965010244749e-05
Parrigin,1.1257965010244749e-05
Massegee,1.1257965010244749e-05
Roger A Hansen,1.1257965010244749e-05
Blaise,1.1257965010244749e-05
"Moffitt, William A.",1.1257965010244749e-05
Prue Irving Owen,1.1257965010244749e-05
Hruby,1.1257965010244749e-05
Falen,1.1257965010244749e-05
Laurel Aero Club,1.1257965010244749e-05
"Vavra, Martin A.",1.1257965010244749e-05
Hesterlee,1.1257965010244749e-05
"Blackmun, Larry",1.1257965010244749e-05
Derr,1.1257965010244749e-05
Fullana,1.1257965010244749e-05
Wray,1.1257965010244749e-05
Donner Pitts,1.1257965010244749e-05
Latter,1.1257965010244749e-05
Kopp,1.1257965010244749e-05
Maxair Aircraft Corp.,1.1257965010244749e-05
Pecchio,1.1257965010244749e-05
Hayes/pietenpol,1.1257965010244749e-05
1st Ftr Gp,1.1257965010244749e-05
Popehn Arthur J.,1.1257965010244749e-05
Fogarty Pitts,1.1257965010244749e-05
Craig A. Gordon,1.1257965010244749e-05
Taylor Titch,1.1257965010244749e-05
Miles Atwood,1.1257965010244749e-05
Bob Sandlin,1.1257965010244749e-05
Aces High,1.1257965010244749e-05
Montana,1.1257965010244749e-05
"Miller, John",1.1257965010244749e-05
Lattimore-dwyer,1.1257965010244749e-05
Arthur Chase,1.1257965010244749e-05
Twibell Richard Dale,1.1257965010244749e-05
Arthur Alan Blind,1.1257965010244749e-05
Bellah,1.1257965010244749e-05
Schell,1.1257965010244749e-05
Mascari,1.1257965010244749e-05
Stolte,1.1257965010244749e-05
"Riley, Donald",1.1257965010244749e-05
Marvin E. Eubanks,1.1257965010244749e-05
Payne Foster,1.1257965010244749e-05
Bourque Experimental,1.1257965010244749e-05
Mustari,1.1257965010244749e-05
Lafrance V-witt,1.1257965010244749e-05
Allen D. Potts,1.1257965010244749e-05
Schreiber-stitts,1.1257965010244749e-05
Advance Aviation,1.1257965010244749e-05
Advanced Acft,1.1257965010244749e-05
Robert Eldon Idler,1.1257965010244749e-05
Frith,1.1257965010244749e-05
Hunsberger,1.1257965010244749e-05
"Hucke, Ronald L.",1.1257965010244749e-05
Frank M. Kopecky,1.1257965010244749e-05
Bambrick,1.1257965010244749e-05
Sam Hale,1.1257965010244749e-05
Hawk,1.1257965010244749e-05
Edward A. Alderfer,1.1257965010244749e-05
Donovan,1.1257965010244749e-05
Inman,1.1257965010244749e-05
James Chisum,1.1257965010244749e-05
Smart,1.1257965010244749e-05
Wdl,1.1257965010244749e-05
Singer,1.1257965010244749e-05
"Mooney, Dan",1.1257965010244749e-05
Quickie-myers,1.1257965010244749e-05
Oestreich,1.1257965010244749e-05
Prest,1.1257965010244749e-05
Ultralight,1.1257965010244749e-05
"Dooley, James M",1.1257965010244749e-05
James B. Edwards,1.1257965010244749e-05
Starman,1.1257965010244749e-05
Groce,1.1257965010244749e-05
"Keuthan, Charles J.",1.1257965010244749e-05
Stulp,1.1257965010244749e-05
Hankins/dickerson,1.1257965010244749e-05
Vaden,1.1257965010244749e-05
Alfred Stevens,1.1257965010244749e-05
Micalizio,1.1257965010244749e-05
Calvart,1.1257965010244749e-05
Neal,1.1257965010244749e-05
Heinrichs,1.1257965010244749e-05
Fisher Flying Products,1.1257965010244749e-05
Trice,1.1257965010244749e-05
Christen/walter,1.1257965010244749e-05
Angel,1.1257965010244749e-05
George,1.1257965010244749e-05
United Consultant Corp.,1.1257965010244749e-05
A. Le Francois,1.1257965010244749e-05
Thalman,1.1257965010244749e-05
Donald E. Kovol,1.1257965010244749e-05
William P. Bouda,1.1257965010244749e-05
Corley,1.1257965010244749e-05
Thomas E. Georges,1.1257965010244749e-05
Simcox,1.1257965010244749e-05
Mcmurtrie,1.1257965010244749e-05
Winn,1.1257965010244749e-05
Bony,1.1257965010244749e-05
Glines,1.1257965010244749e-05
Rey,1.1257965010244749e-05
Rans/hine,1.1257965010244749e-05
S M A N,1.1257965010244749e-05
Stan G. Hallam,1.1257965010244749e-05
Herron,1.1257965010244749e-05
Jeff Pierson,1.1257965010244749e-05
Don G. Kaye,1.1257965010244749e-05
Illi,1.1257965010244749e-05
Naaman Haren,1.1257965010244749e-05
Wente,1.1257965010244749e-05
Roggio,1.1257965010244749e-05
North American-barene,1.1257965010244749e-05
Brisendine,1.1257965010244749e-05
Glen A. Senecal,1.1257965010244749e-05
Fighter Escort Wings Ltd,1.1257965010244749e-05
Lessel,1.1257965010244749e-05
Weeks,1.1257965010244749e-05
P. D. Chambers,1.1257965010244749e-05
William Mc Glumphy,1.1257965010244749e-05
Colvin,1.1257965010244749e-05
Elvin N. Kier,1.1257965010244749e-05
Timothy J Brown,1.1257965010244749e-05
Render,1.1257965010244749e-05
Wyman,1.1257965010244749e-05
"Larson, C.h.",1.1257965010244749e-05
Baxter-wilson,1.1257965010244749e-05
Fabre,1.1257965010244749e-05
Korzep,1.1257965010244749e-05
Gay,1.1257965010244749e-05
Matto,1.1257965010244749e-05
Stuart/wagner,1.1257965010244749e-05
"Beebe, Dale G.",1.1257965010244749e-05
Craighead,1.1257965010244749e-05
Roy,1.1257965010244749e-05
Bruce Tifft,1.1257965010244749e-05
"Morrison, Marvin E.",1.1257965010244749e-05
Schmanski,1.1257965010244749e-05
Burken,1.1257965010244749e-05
"Hinshaw, Keith T.",1.1257965010244749e-05
Cumberland-pitts Special,1.1257965010244749e-05
Beecher,1.1257965010244749e-05
Purdy,1.1257965010244749e-05
Schlagenhauf,1.1257965010244749e-05
Moncrief,1.1257965010244749e-05
Cornelius,1.1257965010244749e-05
Knoll-bensen,1.1257965010244749e-05
Bulsky,1.1257965010244749e-05
Andris,1.1257965010244749e-05
Garrison,1.1257965010244749e-05
"Haseloh, D. W.",1.1257965010244749e-05
"Eccker, Donald E.",1.1257965010244749e-05
Packard/squire,1.1257965010244749e-05
K. A. Covington,1.1257965010244749e-05
Stembridge,1.1257965010244749e-05
Swant,1.1257965010244749e-05
"Duke, Clarence E.",1.1257965010244749e-05
Briggs,1.1257965010244749e-05
Joy,1.1257965010244749e-05
Berg,1.1257965010244749e-05
Walter W. Bell,1.1257965010244749e-05
Ball,1.1257965010244749e-05
Tupta-smith Miniplane,1.1257965010244749e-05
"Willingham, Dave L.",1.1257965010244749e-05
Ed Bergreen,1.1257965010244749e-05
Rocky Mountain,1.1257965010244749e-05
Spreuer,1.1257965010244749e-05
Kemp,1.1257965010244749e-05
"Axell, Charles",1.1257965010244749e-05
"Bubel, John A.",1.1257965010244749e-05
Godkey,1.1257965010244749e-05
Grunska Earl J,1.1257965010244749e-05
Pitcher,1.1257965010244749e-05
Erwin,1.1257965010244749e-05
Sagerser,1.1257965010244749e-05
Field,1.1257965010244749e-05
"Miller, Terry W.",1.1257965010244749e-05
Knosp,1.1257965010244749e-05
Nicolas Beasely,1.1257965010244749e-05
Kashpureff,1.1257965010244749e-05
First Strike,1.1257965010244749e-05
Koval,1.1257965010244749e-05
Botteron,1.1257965010244749e-05
Edwin J. Estenson,1.1257965010244749e-05
Quadcity,1.1257965010244749e-05
Burchfield,1.1257965010244749e-05
Devaughn,1.1257965010244749e-05
Tom Kilgore,1.1257965010244749e-05
Stokes,1.1257965010244749e-05
Bronislaus,1.1257965010244749e-05
Cloutier,1.1257965010244749e-05
"Wheeler Technology, Inc.",1.1257965010244749e-05
"Custom Aerotech, Inc.",1.1257965010244749e-05
Finn A. Arnold,1.1257965010244749e-05
Bell-continental Copters,1.1257965010244749e-05
Forbing,1.1257965010244749e-05
Leffler/mcfarlane,1.1257965010244749e-05
Bryant Rowland,1.1257965010244749e-05
Bd 4- Francisco,1.1257965010244749e-05
Boson,1.1257965010244749e-05
Hilvety,1.1257965010244749e-05
Guevremont,1.1257965010244749e-05
Ronneberg/murphy,1.1257965010244749e-05
Cocchi,1.1257965010244749e-05
Pincince,1.1257965010244749e-05
Griner,1.1257965010244749e-05
Margeson/heidebrink,1.1257965010244749e-05
Darrell,1.1257965010244749e-05
Williams Bell,1.1257965010244749e-05
K. Davey And B. Davey,1.1257965010244749e-05
Kenneth Savidge,1.1257965010244749e-05
Revolution Helicopter,1.1257965010244749e-05
Pederson,1.1257965010244749e-05
Fox Aircraft Corp.,1.1257965010244749e-05
Mcnulty,1.1257965010244749e-05
Hughlett,1.1257965010244749e-05
Van Zwoll,1.1257965010244749e-05
Yothment,1.1257965010244749e-05
Aerospatiale/socata,1.1257965010244749e-05
Brose,1.1257965010244749e-05
Trammel,1.1257965010244749e-05
David B. Robertson,1.1257965010244749e-05
Mcclintic-piercie,1.1257965010244749e-05
Deangelo,1.1257965010244749e-05
Menear Pitts,1.1257965010244749e-05
Pro-built Aviation,1.1257965010244749e-05
"Birdman Enterprises, Inc.",1.1257965010244749e-05
Gettig,1.1257965010244749e-05
Ronsrans,1.1257965010244749e-05
Kraetzner,1.1257965010244749e-05
Insua,1.1257965010244749e-05
Isaacson,1.1257965010244749e-05
Markwood,1.1257965010244749e-05
Elan Glaser Dirks,1.1257965010244749e-05
Josephson,1.1257965010244749e-05
Kiesel Easy,1.1257965010244749e-05
Kevin Naser,1.1257965010244749e-05
Floyd,1.1257965010244749e-05
Chard,1.1257965010244749e-05
Blatter-pitts,1.1257965010244749e-05
Kelosky,1.1257965010244749e-05
Roisum Team,1.1257965010244749e-05
Lopez Lancair,1.1257965010244749e-05
Crowley/zenair,1.1257965010244749e-05
Patin,1.1257965010244749e-05
Gillet,1.1257965010244749e-05
Chambers,1.1257965010244749e-05
Welles,1.1257965010244749e-05
Gift,1.1257965010244749e-05
Balloonbau Woerner Gmbh,1.1257965010244749e-05
Sjostrand,1.1257965010244749e-05
Haugen,1.1257965010244749e-05
Snyded,1.1257965010244749e-05
Fratus,1.1257965010244749e-05
Bischoff,1.1257965010244749e-05
Lodge,1.1257965010244749e-05
Lynch Starduster,1.1257965010244749e-05
Krugler,1.1257965010244749e-05
Hardesty/hays Quickie,1.1257965010244749e-05
Schafer,1.1257965010244749e-05
Graichen,1.1257965010244749e-05
Koutz,1.1257965010244749e-05
Herring,1.1257965010244749e-05
Rasmussen,1.1257965010244749e-05
Rudy,1.1257965010244749e-05
Clapp,1.1257965010244749e-05
Cheney,1.1257965010244749e-05
Rupe,1.1257965010244749e-05
Louks,1.1257965010244749e-05
Madsen/rans,1.1257965010244749e-05
Gary Williams,1.1257965010244749e-05
Oo-culley,1.1257965010244749e-05
Mingess-bennett,1.1257965010244749e-05
Cassuit,1.1257965010244749e-05
Hardesty/hays,1.1257965010244749e-05
Larsen Charles Bennett,1.1257965010244749e-05
Selstad,1.1257965010244749e-05
E.j. Novotny,1.1257965010244749e-05
Huffaher,1.1257965010244749e-05
Charles T. Brietigam,1.1257965010244749e-05
Connell,1.1257965010244749e-05
"Robin, Avions Pierre",1.1257965010244749e-05
Masnic,1.1257965010244749e-05
Fallbeck,1.1257965010244749e-05
Eaa Chapter 163,1.1257965010244749e-05
Pezold,1.1257965010244749e-05
Robert Eckley,1.1257965010244749e-05
Mckibben,1.1257965010244749e-05
Bitonti,1.1257965010244749e-05
Otis,1.1257965010244749e-05
Pro Star,1.1257965010244749e-05
Mumm,1.1257965010244749e-05
Klingberg Miniplane,1.1257965010244749e-05
Semple,1.1257965010244749e-05
Krueter,1.1257965010244749e-05
Rotor Flight Dynamics,1.1257965010244749e-05
Gilpatrick,1.1257965010244749e-05
Bennert,1.1257965010244749e-05
Prosser,1.1257965010244749e-05
Warkentin,1.1257965010244749e-05
Eugene N. Rausch,1.1257965010244749e-05
Spark/acroduster,1.1257965010244749e-05
Veazie,1.1257965010244749e-05
Deweese,1.1257965010244749e-05
Elves,1.1257965010244749e-05
Madorin,1.1257965010244749e-05
Mcrae,1.1257965010244749e-05
Steeves,1.1257965010244749e-05
Marks,1.1257965010244749e-05
Bishop-christian,1.1257965010244749e-05
Bumford,1.1257965010244749e-05
Summerfeldt,1.1257965010244749e-05
Mulholland,1.1257965010244749e-05
Scheperle,1.1257965010244749e-05
Domaille,1.1257965010244749e-05
Luckett,1.1257965010244749e-05
Russman,1.1257965010244749e-05
Meeker,1.1257965010244749e-05
Tilbert,1.1257965010244749e-05
Dickinson,1.1257965010244749e-05
Merlin,1.1257965010244749e-05
Sky Star,1.1257965010244749e-05
Dotson,1.1257965010244749e-05
Van Dyke,1.1257965010244749e-05
Twibell,1.1257965010244749e-05
Gage,1.1257965010244749e-05
Snowbird,1.1257965010244749e-05
Explorer Post 51,1.1257965010244749e-05
Lemoine,1.1257965010244749e-05
Forth,1.1257965010244749e-05
Vernon L. Cox,1.1257965010244749e-05
Luttrell-lacky,1.1257965010244749e-05
Whistle,1.1257965010244749e-05
Deaton,1.1257965010244749e-05
Gyroflug,1.1257965010244749e-05
Cirrus Klappmeier,1.1257965010244749e-05
Aerodyne,1.1257965010244749e-05
Ray Edmistonn,1.1257965010244749e-05
K. W. Jeffers,1.1257965010244749e-05
Eugene M. Veras,1.1257965010244749e-05
Loehle-avia,1.1257965010244749e-05
Wsk Pzl-krosno,1.1257965010244749e-05
Prevatt,1.1257965010244749e-05
Merle Musson,1.1257965010244749e-05
Limes,1.1257965010244749e-05
Crescenzi,1.1257965010244749e-05
Revell,1.1257965010244749e-05
Ezekiel,1.1257965010244749e-05
As+ Ltd.,1.1257965010244749e-05
Boeing-brown,1.1257965010244749e-05
Barton,1.1257965010244749e-05
Gray Miniplane,1.1257965010244749e-05
Stelly,1.1257965010244749e-05
Corey,1.1257965010244749e-05
Fredenburg,1.1257965010244749e-05
Carrison-seiman,1.1257965010244749e-05
Van Horn,1.1257965010244749e-05
Little,1.1257965010244749e-05
Owens/smyth,1.1257965010244749e-05
Mini Ace,1.1257965010244749e-05
Farland,1.1257965010244749e-05
Ronald D. Cothern,1.1257965010244749e-05
George R. Losey,1.1257965010244749e-05
Spezio Sport,1.1257965010244749e-05
Lund,1.1257965010244749e-05
Grace,1.1257965010244749e-05
Ultravia Aero Int'l,1.1257965010244749e-05
Sportsman,1.1257965010244749e-05
Hernandez Challenger,1.1257965010244749e-05
Geide,1.1257965010244749e-05
Hampson,1.1257965010244749e-05
Charles Raymond,1.1257965010244749e-05
Sisk,1.1257965010244749e-05
Hewitt,1.1257965010244749e-05
Bowles/irwin,1.1257965010244749e-05
O'day,1.1257965010244749e-05
George Evenson,1.1257965010244749e-05
Tocholke,1.1257965010244749e-05
Sauder,1.1257965010244749e-05
Dearinger,1.1257965010244749e-05
Poppenhagen,1.1257965010244749e-05
Conkey/wapelhorst,1.1257965010244749e-05
Westcott,1.1257965010244749e-05
Fernandez,1.1257965010244749e-05
Cresap,1.1257965010244749e-05
Flightstar,1.1257965010244749e-05
Karr,1.1257965010244749e-05
Green Castle,1.1257965010244749e-05
Grazier,1.1257965010244749e-05
Dickmann,1.1257965010244749e-05
Chester,1.1257965010244749e-05
Corben Baby Ace,1.1257965010244749e-05
Yasecko,1.1257965010244749e-05
Kraft,1.1257965010244749e-05
Steward,1.1257965010244749e-05
Qualline,1.1257965010244749e-05
Slaybaugh,1.1257965010244749e-05
Vanwinkle,1.1257965010244749e-05
Bell-moore,1.1257965010244749e-05
Toussaint/quad City,1.1257965010244749e-05
Robert Van Scoyoc,1.1257965010244749e-05
"Cecil, Richard C.",1.1257965010244749e-05
Sabelino,1.1257965010244749e-05
Goss,1.1257965010244749e-05
Bataller,1.1257965010244749e-05
Ensey,1.1257965010244749e-05
Dellicker,1.1257965010244749e-05
Flight Star,1.1257965010244749e-05
Culbertson,1.1257965010244749e-05
Stout,1.1257965010244749e-05
Mrotek,1.1257965010244749e-05
Schuler,1.1257965010244749e-05
Ramesbotham,1.1257965010244749e-05
Bell/tsirah,1.1257965010244749e-05
Mudry,1.1257965010244749e-05
Tubb,1.1257965010244749e-05
Coursey,1.1257965010244749e-05
Rozendaal,1.1257965010244749e-05
Ralph Taylor,1.1257965010244749e-05
Bins,1.1257965010244749e-05
Crouch,1.1257965010244749e-05
Richards Lancair,1.1257965010244749e-05
Buchanan,1.1257965010244749e-05
Robert C. Campbell,1.1257965010244749e-05
Childs,1.1257965010244749e-05
Dan T. Zelazo,1.1257965010244749e-05
"Williams, Robert G.",1.1257965010244749e-05
Lerstang,1.1257965010244749e-05
Michael C. Quigley,1.1257965010244749e-05
Lightcap,1.1257965010244749e-05
Mahan,1.1257965010244749e-05
Cress,1.1257965010244749e-05
Richards,1.1257965010244749e-05
Hemingway,1.1257965010244749e-05
Burns Burn,1.1257965010244749e-05
Karmy,1.1257965010244749e-05
Lindberg,1.1257965010244749e-05
Ken Seright,1.1257965010244749e-05
Leibert,1.1257965010244749e-05
Vanatta,1.1257965010244749e-05
Fleming,1.1257965010244749e-05
Dubis,1.1257965010244749e-05
Zukowski,1.1257965010244749e-05
Opperman,1.1257965010244749e-05
Hoster/volmer,1.1257965010244749e-05
Kenoyer,1.1257965010244749e-05
Charles J. Keuthan,1.1257965010244749e-05
Catchot,1.1257965010244749e-05
Theis,1.1257965010244749e-05
Hutton Rand Robinson,1.1257965010244749e-05
Allen-wayne Pitts,1.1257965010244749e-05
Kunc,1.1257965010244749e-05
Rosen,1.1257965010244749e-05
Cumberland,1.1257965010244749e-05
Wiedemann,1.1257965010244749e-05
Farhat,1.1257965010244749e-05
Trickle,1.1257965010244749e-05
Sirocco Flying Club,1.1257965010244749e-05
Pacheco,1.1257965010244749e-05
Barriger,1.1257965010244749e-05
John T. Garrett,1.1257965010244749e-05
Hefty,1.1257965010244749e-05
Walter Hudson,1.1257965010244749e-05
James A Nelson,1.1257965010244749e-05
Swing,1.1257965010244749e-05
Jolly,1.1257965010244749e-05
Truckee Meadows,1.1257965010244749e-05
Stolt,1.1257965010244749e-05
Marsh-turner,1.1257965010244749e-05
Travis C. Elmore,1.1257965010244749e-05
Capstaff,1.1257965010244749e-05
Keating,1.1257965010244749e-05
Hackett,1.1257965010244749e-05
Buesing,1.1257965010244749e-05
Bill Parson,1.1257965010244749e-05
Passadori Norman,1.1257965010244749e-05
Teschendorf,1.1257965010244749e-05
Rochette,1.1257965010244749e-05
Basinski,1.1257965010244749e-05
Gordon Price,1.1257965010244749e-05
Devendorf,1.1257965010244749e-05
Duff,1.1257965010244749e-05
Ivan Langston,1.1257965010244749e-05
Shoaf,1.1257965010244749e-05
Jaquish,1.1257965010244749e-05
Eugene Clements,1.1257965010244749e-05
Hendrix,1.1257965010244749e-05
Thacker,1.1257965010244749e-05
Gowan,1.1257965010244749e-05
67 Flying Dutchman,1.1257965010244749e-05
Rollins-bowers,1.1257965010244749e-05
Sattler,1.1257965010244749e-05
Talmadge Scott,1.1257965010244749e-05
Freeman H Easton,1.1257965010244749e-05
Fronsman,1.1257965010244749e-05
Hillam,1.1257965010244749e-05
Eichman,1.1257965010244749e-05
Lardas,1.1257965010244749e-05
Crosby,1.1257965010244749e-05
Dresbach,1.1257965010244749e-05
Noe,1.1257965010244749e-05
Staudaucher,1.1257965010244749e-05
Giertz,1.1257965010244749e-05
Kohles,1.1257965010244749e-05
Siefert,1.1257965010244749e-05
Mc Ardle,1.1257965010244749e-05
Boccher,1.1257965010244749e-05
Goodwin,1.1257965010244749e-05
Roe-wayne,1.1257965010244749e-05
Sherman Powell,1.1257965010244749e-05
"Biagi, Arthur R.",1.1257965010244749e-05
C&j Sontheimer,1.1257965010244749e-05
Groves,1.1257965010244749e-05
Heindenreich,1.1257965010244749e-05
Ransome,1.1257965010244749e-05
Rotz,1.1257965010244749e-05
Hefner Pitts,1.1257965010244749e-05
Shafer,1.1257965010244749e-05
Rans S-12 Airaile,1.1257965010244749e-05
Dietrich,1.1257965010244749e-05
Stiritz,1.1257965010244749e-05
Dfl Holdings Inc.,1.1257965010244749e-05
Reiffer,1.1257965010244749e-05
Niquette,1.1257965010244749e-05
Aerostar-raven,1.1257965010244749e-05
Slingsby Aviation Plc,1.1257965010244749e-05
Roddie,1.1257965010244749e-05
Goble,1.1257965010244749e-05
Kenneson,1.1257965010244749e-05
Shapley,1.1257965010244749e-05
Kearns,1.1257965010244749e-05
Stratton,1.1257965010244749e-05
Mitteer,1.1257965010244749e-05
Bauer,1.1257965010244749e-05
Iverslie,1.1257965010244749e-05
Poor Boys Toys Inc,1.1257965010244749e-05
"Valley Adventurers, Inc.",1.1257965010244749e-05
Riekkenen,1.1257965010244749e-05
"Ryan, Robert R.",1.1257965010244749e-05
Davidson,1.1257965010244749e-05
Waldron,1.1257965010244749e-05
Stanger,1.1257965010244749e-05
Blackwell,1.1257965010244749e-05
Zhuhai Helicopter Co.,1.1257965010244749e-05
Reed-madsen,1.1257965010244749e-05
Ford,1.1257965010244749e-05
Jurka,1.1257965010244749e-05
Kellums,1.1257965010244749e-05
Fairchild Heli-porter,1.1257965010244749e-05
Fingerhut Revolution,1.1257965010244749e-05
Lorello,1.1257965010244749e-05
Southern Aero,1.1257965010244749e-05
Comeaux,1.1257965010244749e-05
Reynolds,1.1257965010244749e-05
Higgens,1.1257965010244749e-05
North American-aero Classics,1.1257965010244749e-05
Hallam,1.1257965010244749e-05
Shutt,1.1257965010244749e-05
Roebuck,1.1257965010244749e-05
Mark Ewart,1.1257965010244749e-05
Blue Denney,1.1257965010244749e-05
Siggi's Airplane Works,1.1257965010244749e-05
John T. Simpson,1.1257965010244749e-05
Bihn,1.1257965010244749e-05
Cady,1.1257965010244749e-05
Newberg,1.1257965010244749e-05
Keaggy-david,1.1257965010244749e-05
Reilly,1.1257965010244749e-05
Brashears,1.1257965010244749e-05
Louttit,1.1257965010244749e-05
John W. Culp,1.1257965010244749e-05
Barrigar,1.1257965010244749e-05
Pohlman/pohlman,1.1257965010244749e-05
Mikowski,1.1257965010244749e-05
Nerstrom-tailwind,1.1257965010244749e-05
Palermo,1.1257965010244749e-05
Sutton,1.1257965010244749e-05
Raser,1.1257965010244749e-05
Sherman,1.1257965010244749e-05
Chinese A/f Aero Ind Dev Ctr,1.1257965010244749e-05
Bromley,1.1257965010244749e-05
Goins,1.1257965010244749e-05
Ireneusz,1.1257965010244749e-05
Charles Holmes,1.1257965010244749e-05
Adrian Davis,1.1257965010244749e-05
Sego Tool,1.1257965010244749e-05
Beckham,1.1257965010244749e-05
Striplin Aircraft Corporation,1.1257965010244749e-05
Saldairiaga,1.1257965010244749e-05
Rodgers/gaust,1.1257965010244749e-05
Zwart,1.1257965010244749e-05
Walter J Collie,1.1257965010244749e-05
Freije,1.1257965010244749e-05
Burchinal,1.1257965010244749e-05
Sweet-house,1.1257965010244749e-05
Nickelson Martin,1.1257965010244749e-05
Duci's Vans,1.1257965010244749e-05
John S. Hickey,1.1257965010244749e-05
Gough-herrman,1.1257965010244749e-05
Zito,1.1257965010244749e-05
Victor Marsh,1.1257965010244749e-05
Duskin,1.1257965010244749e-05
Daniel,1.1257965010244749e-05
Poling,1.1257965010244749e-05
Via Inc,1.1257965010244749e-05
Christopher Coats,1.1257965010244749e-05
Bruce Mckinney,1.1257965010244749e-05
Lanier,1.1257965010244749e-05
"Logan, B.a.",1.1257965010244749e-05
Wittman Tailwind,1.1257965010244749e-05
Nelsen-david,1.1257965010244749e-05
Saint Louis,1.1257965010244749e-05
Edward,1.1257965010244749e-05
Bryce Duster,1.1257965010244749e-05
Crawford-gordon,1.1257965010244749e-05
Kaas,1.1257965010244749e-05
Star-lite Engineering Ltd,1.1257965010244749e-05
Orlando Heli Air Inc.,1.1257965010244749e-05
Wilde Mickey,1.1257965010244749e-05
Tankersley,1.1257965010244749e-05
Stanek,1.1257965010244749e-05
Wasielak,1.1257965010244749e-05
John H. Korb Jr.,1.1257965010244749e-05
Ramseyer,1.1257965010244749e-05
Starck,1.1257965010244749e-05
Krips,1.1257965010244749e-05
Waxenfelter,1.1257965010244749e-05
Froberg,1.1257965010244749e-05
Jaeger,1.1257965010244749e-05
William Sargent,1.1257965010244749e-05
Foster/hilsman,1.1257965010244749e-05
Porat,1.1257965010244749e-05
Dennis L. Long,1.1257965010244749e-05
Stewart 51 Inc.,1.1257965010244749e-05
Link,1.1257965010244749e-05
Pond,1.1257965010244749e-05
Warren/keleher/lark,1.1257965010244749e-05
Bell-kitz Kopters,1.1257965010244749e-05
Sheets,1.1257965010244749e-05
Mejia,1.1257965010244749e-05
Girgen,1.1257965010244749e-05
Arner,1.1257965010244749e-05
Robert E. Bean,1.1257965010244749e-05
Fones,1.1257965010244749e-05
Gisclair,1.1257965010244749e-05
Lerille,1.1257965010244749e-05
Mcclead,1.1257965010244749e-05
Dangremond,1.1257965010244749e-05
David Mcelhannon,1.1257965010244749e-05
M2,1.1257965010244749e-05
Read,1.1257965010244749e-05
Deberry,1.1257965010244749e-05
Butler Tool,1.1257965010244749e-05
Kreatz,1.1257965010244749e-05
Roger Nelson,1.1257965010244749e-05
