Longitude,proportion
0088330W,0.0001163704070054985
-111.8,0.0001163704070054985
-76.55,0.0001163704070054985
-91.935555,0.0001163704070054985
-121.200556,0.0001163704070054985
-81.39,0.0001163704070054985
0090922W,0.0001163704070054985
0725139W,0.0001163704070054985
0854417W,0.0001163704070054985
0822212W,0.0001163704070054985
1191416W,0.0001163704070054985
-75.769723,0.0001163704070054985
1165820W,0.0001163704070054985
-92.224167,0.0001163704070054985
-80.693333,0.0001163704070054985
1495031W,0.0001163704070054985
1575520W,0.0001163704070054985
-158.070278,0.0001163704070054985
-80.645833,0.0001163704070054985
0872056W,0.0001163704070054985
0097407W,0.0001163704070054985
-123.372223,0.0001163704070054985
-149.983333,0.0001163704070054985
-81.119445,0.0001163704070054985
-119.734444,0.0001163704070054985
0805635W,0.0001163704070054985
-116.523056,0.0001163704070054985
-105.225834,0.0001163704070054985
-88.323056,0.0001163704070054985
-117.781667,0.0001163704070054985
0974925W,0.0001163704070054985
0112044W,0.0001163704070054985
-120.626945,0.0001163704070054985
0814523W,0.0001163704070054985
-122.374723,0.0001163704070054985
-116,0.0001163704070054985
0121454W,0.0001163704070054985
-81.442222,0.0001163704070054985
0084184W,0.0001163704070054985
1113919W,0.0001163704070054985
0119444W,0.0001163704070054985
-121.081667,0.0001163704070054985
0714734W,0.0001163704070054985
0011197W,0.0001163704070054985
0841952W,0.0001163704070054985
0744826W,0.0001163704070054985
-161.841111,0.0001163704070054985
0090300W,0.0001163704070054985
-75.010556,0.0001163704070054985
1593235W,0.0001163704070054985
0743932W,0.0001163704070054985
-80.152778,0.0001163704070054985
-70.916389,0.0001163704070054985
0894041W,0.0001163704070054985
-90.651944,0.0001163704070054985
-104.7,0.0001163704070054985
0008200W,0.0001163704070054985
1171110W,0.0001163704070054985
0753455W,0.0001163704070054985
0955338W,0.0001163704070054985
1182149W,0.0001163704070054985
-93.228056,0.0001163704070054985
1113940W,0.0001163704070054985
0812511W,0.0001163704070054985
-111.927223,0.0001163704070054985
0962228W,0.0001163704070054985
1222515W,0.0001163704070054985
-105.163056,0.0001163704070054985
1065519W,0.0001163704070054985
0112415W,0.0001163704070054985
-81.514444,0.0001163704070054985
0105040W,0.0001163704070054985
0841329W,0.0001163704070054985
1231154W,0.0001163704070054985
-96.815833,0.0001163704070054985
-85.195,0.0001163704070054985
-119.768056,0.0001163704070054985
0814831W,0.0001163704070054985
-96.718889,0.0001163704070054985
-76.201389,0.0001163704070054985
1512836W,0.0001163704070054985
0119435W,0.0001163704070054985
