Accident.Number,proportion
NYC87LA155,1.1249985937517579e-05
NYC87LA154,1.1249985937517579e-05
FTW87LA132,1.1249985937517579e-05
ANC87LA072,1.1249985937517579e-05
LAX87FA212,1.1249985937517579e-05
DEN87FA134,1.1249985937517579e-05
MKC87LA108,1.1249985937517579e-05
MIA87LA163,1.1249985937517579e-05
LAX87LA215,1.1249985937517579e-05
FTW87LA128,1.1249985937517579e-05
FTW87LA125,1.1249985937517579e-05
ATL87LA150,1.1249985937517579e-05
ATL87LA149,1.1249985937517579e-05
SEA87FA102,1.1249985937517579e-05
DCA87MA033,1.1249985937517579e-05
MKC87LA110,1.1249985937517579e-05
FTW87FA130,1.1249985937517579e-05
DEN87LA135,1.1249985937517579e-05
DEN87LA133,1.1249985937517579e-05
MIA87LA164,1.1249985937517579e-05
FTW87FA129,1.1249985937517579e-05
LAX87LA218,1.1249985937517579e-05
FTW87LA131,1.1249985937517579e-05
DEN87LA136,1.1249985937517579e-05
ATL87LA152,1.1249985937517579e-05
ATL87LA151,1.1249985937517579e-05
ATL87DLQ02,1.1249985937517579e-05
SEA87FA106,1.1249985937517579e-05
SEA87LA103,1.1249985937517579e-05
MIA87LA165,1.1249985937517579e-05
MIA87IA166,1.1249985937517579e-05
CHI87IA135,1.1249985937517579e-05
ATL87LA153,1.1249985937517579e-05
SEA87LA105,1.1249985937517579e-05
SEA87LA104,1.1249985937517579e-05
NYC87DGT01,1.1249985937517579e-05
MKC87LA113,1.1249985937517579e-05
LAX87LA221,1.1249985937517579e-05
CHI87LA134,1.1249985937517579e-05
ANC87LA073,1.1249985937517579e-05
LAX87LA224B,1.1249985937517579e-05
LAX87LA220,1.1249985937517579e-05
DEN87LA139,1.1249985937517579e-05
DEN87LA138,1.1249985937517579e-05
DEN87LA137,1.1249985937517579e-05
CHI87LA136,1.1249985937517579e-05
BFO87LA040,1.1249985937517579e-05
BFO87DID03,1.1249985937517579e-05
ATL87LA154,1.1249985937517579e-05
ANC87LA074,1.1249985937517579e-05
NYC87LA156,1.1249985937517579e-05
LAX87LA224A,1.1249985937517579e-05
LAX87FA219,1.1249985937517579e-05
CHI87LA137,1.1249985937517579e-05
SEA87LA107,1.1249985937517579e-05
NYC87LA157,1.1249985937517579e-05
MIA87LA199,1.1249985937517579e-05
MIA87LA168,1.1249985937517579e-05
MIA87LA167,1.1249985937517579e-05
CHI87DEX06,1.1249985937517579e-05
BFO87FIG04,1.1249985937517579e-05
MKC87LA114,1.1249985937517579e-05
DEN87LA140,1.1249985937517579e-05
ATL87LA156,1.1249985937517579e-05
ATL87LA155,1.1249985937517579e-05
LAX87LA223,1.1249985937517579e-05
LAX87LA222,1.1249985937517579e-05
DEN87IA145B,1.1249985937517579e-05
DEN87IA145A,1.1249985937517579e-05
MKC87LA115,1.1249985937517579e-05
CHI87LA145,1.1249985937517579e-05
SEA87LA109,1.1249985937517579e-05
NYC87FA170,1.1249985937517579e-05
NYC87FA160,1.1249985937517579e-05
MIA87IA170,1.1249985937517579e-05
FTW87MA133,1.1249985937517579e-05
CHI87FA139,1.1249985937517579e-05
SEA87LA108,1.1249985937517579e-05
NYC87LA166,1.1249985937517579e-05
MKC87LA116,1.1249985937517579e-05
MIA87LA169,1.1249985937517579e-05
DEN87LA142,1.1249985937517579e-05
ATL87LA157,1.1249985937517579e-05
LAX87FA225,1.1249985937517579e-05
DEN87LA144,1.1249985937517579e-05
CHI87DEP06,1.1249985937517579e-05
NYC87LA158,1.1249985937517579e-05
LAX87DUG04,1.1249985937517579e-05
CHI87LA142,1.1249985937517579e-05
CHI87LA138,1.1249985937517579e-05
MKC87LA118,1.1249985937517579e-05
LAX87LA226,1.1249985937517579e-05
DEN87FA147,1.1249985937517579e-05
SEA87LA113,1.1249985937517579e-05
NYC87LA164,1.1249985937517579e-05
MKC87LA119,1.1249985937517579e-05
FTW87DRD05,1.1249985937517579e-05
ATL87LA159,1.1249985937517579e-05
ATL87FA161B,1.1249985937517579e-05
ATL87FA161A,1.1249985937517579e-05
NYC87IA167,1.1249985937517579e-05
MKC87LA120,1.1249985937517579e-05
MIA87LA173,1.1249985937517579e-05
LAX87IA230,1.1249985937517579e-05
BFO87LA041,1.1249985937517579e-05
NYC87LA161,1.1249985937517579e-05
MIA87LA172,1.1249985937517579e-05
LAX87LA232,1.1249985937517579e-05
LAX87LA228,1.1249985937517579e-05
LAX87LA227,1.1249985937517579e-05
FTW87LA140,1.1249985937517579e-05
FTW87FA137,1.1249985937517579e-05
FTW87FA134,1.1249985937517579e-05
CHI87LA107,1.1249985937517579e-05
CHI87DEM07,1.1249985937517579e-05
ATL87LA158,1.1249985937517579e-05
NYC87LA163,1.1249985937517579e-05
FTW87MA135,1.1249985937517579e-05
CHI87FA140,1.1249985937517579e-05
ATL87FA160,1.1249985937517579e-05
SEA87LA110,1.1249985937517579e-05
NYC87LA165,1.1249985937517579e-05
NYC87LA162,1.1249985937517579e-05
MKC87LA123,1.1249985937517579e-05
MIA87LA174,1.1249985937517579e-05
LAX87LA231,1.1249985937517579e-05
FTW87LA136,1.1249985937517579e-05
DEN87LA154,1.1249985937517579e-05
CHI87LA141,1.1249985937517579e-05
BFO87DIG05,1.1249985937517579e-05
ANC87LA076,1.1249985937517579e-05
ANC87LA075,1.1249985937517579e-05
SEA87LA111,1.1249985937517579e-05
LAX87LA353,1.1249985937517579e-05
MKC87LA122,1.1249985937517579e-05
MKC87FA121,1.1249985937517579e-05
FTW87DRA03,1.1249985937517579e-05
ATL87LA169,1.1249985937517579e-05
ATL87LA165,1.1249985937517579e-05
ATL87LA162,1.1249985937517579e-05
FTW87FA139,1.1249985937517579e-05
ATL87IA163,1.1249985937517579e-05
ANC87IA077,1.1249985937517579e-05
SEA87FA112,1.1249985937517579e-05
MIA87LA179,1.1249985937517579e-05
FTW87LA138,1.1249985937517579e-05
DEN87LA146,1.1249985937517579e-05
ATL87LA164,1.1249985937517579e-05
ANC87DAG02,1.1249985937517579e-05
NYC87LA171,1.1249985937517579e-05
MIA87LA178,1.1249985937517579e-05
MIA87LA177,1.1249985937517579e-05
MIA87LA175,1.1249985937517579e-05
MIA87FA176,1.1249985937517579e-05
ATL87DKG04,1.1249985937517579e-05
ATL87IA166,1.1249985937517579e-05
NYC87LA169,1.1249985937517579e-05
LAX87LA233,1.1249985937517579e-05
DEN87LA141,1.1249985937517579e-05
ANC87LA078,1.1249985937517579e-05
SEA87LA118,1.1249985937517579e-05
SEA87LA115,1.1249985937517579e-05
FTW87LA141,1.1249985937517579e-05
CHI87LA144,1.1249985937517579e-05
CHI87LA143,1.1249985937517579e-05
ATL87LA167,1.1249985937517579e-05
MIA87LA182,1.1249985937517579e-05
SEA87LA114,1.1249985937517579e-05
NYC87FA172,1.1249985937517579e-05
MIA87LA181,1.1249985937517579e-05
FTW87FA142,1.1249985937517579e-05
CHI87IA148,1.1249985937517579e-05
SEA87LA116,1.1249985937517579e-05
NYC87LA178,1.1249985937517579e-05
NYC87LA177,1.1249985937517579e-05
MIA87LA180,1.1249985937517579e-05
DEN87LA150,1.1249985937517579e-05
DEN87LA143,1.1249985937517579e-05
CHI87DET05,1.1249985937517579e-05
ATL87DEI05,1.1249985937517579e-05
LAX87FA234,1.1249985937517579e-05
DEN87LA149,1.1249985937517579e-05
DEN87FA148,1.1249985937517579e-05
CHI87LA147,1.1249985937517579e-05
SEA87LA117,1.1249985937517579e-05
NYC87LA176B,1.1249985937517579e-05
NYC87LA176A,1.1249985937517579e-05
MIA87LA183,1.1249985937517579e-05
FTW87LA145,1.1249985937517579e-05
FTW87LA144,1.1249985937517579e-05
FTW87LA143,1.1249985937517579e-05
DEN87LA151,1.1249985937517579e-05
CHI87LA146,1.1249985937517579e-05
CHI87DET06,1.1249985937517579e-05
LAX87LA235,1.1249985937517579e-05
FTW87DRA04,1.1249985937517579e-05
ATL87FA168,1.1249985937517579e-05
NYC87LA173,1.1249985937517579e-05
LAX87LA236,1.1249985937517579e-05
ANC87LA079,1.1249985937517579e-05
ANC87FA080,1.1249985937517579e-05
LAX87LA229,1.1249985937517579e-05
NYC87LA175,1.1249985937517579e-05
NYC87LA174,1.1249985937517579e-05
DEN87LA158,1.1249985937517579e-05
CHI87DCA01,1.1249985937517579e-05
ATL87LA170,1.1249985937517579e-05
NYC87LA179,1.1249985937517579e-05
MIA87IA185,1.1249985937517579e-05
FTW87LA146,1.1249985937517579e-05
FTW87FA151,1.1249985937517579e-05
DEN87FA153,1.1249985937517579e-05
CHI87LA150,1.1249985937517579e-05
ANC87LA081,1.1249985937517579e-05
ANC87DAG03,1.1249985937517579e-05
MIA87FA187,1.1249985937517579e-05
MIA87FA186,1.1249985937517579e-05
CHI87IA163,1.1249985937517579e-05
ATL87IA179B,1.1249985937517579e-05
ATL87IA179A,1.1249985937517579e-05
ATL87FA174,1.1249985937517579e-05
ATL87FA173,1.1249985937517579e-05
NYC87LA180,1.1249985937517579e-05
MKC87LA124,1.1249985937517579e-05
LAX87LA238,1.1249985937517579e-05
LAX87LA237,1.1249985937517579e-05
CHI87LA152,1.1249985937517579e-05
ATL87LA171,1.1249985937517579e-05
SEA87IA119,1.1249985937517579e-05
CHI87DEX07,1.1249985937517579e-05
MKC87LA171,1.1249985937517579e-05
MKC87LA125,1.1249985937517579e-05
FTW87LA147,1.1249985937517579e-05
DEN87LA156,1.1249985937517579e-05
CHI87DEM08,1.1249985937517579e-05
ATL87LA176,1.1249985937517579e-05
ATL87LA172,1.1249985937517579e-05
ANC87LA082,1.1249985937517579e-05
ATL87LA175,1.1249985937517579e-05
ANC87LA083,1.1249985937517579e-05
MIA87FA189,1.1249985937517579e-05
CHI87FA151,1.1249985937517579e-05
CHI87FA149,1.1249985937517579e-05
BFO87DIG06,1.1249985937517579e-05
NYC87LA182,1.1249985937517579e-05
NYC87LA181,1.1249985937517579e-05
MKC87LA117,1.1249985937517579e-05
MIA87LA190,1.1249985937517579e-05
MIA87FA188,1.1249985937517579e-05
LAX87LA241,1.1249985937517579e-05
DEN87LA157,1.1249985937517579e-05
CHI87LA155,1.1249985937517579e-05
CHI87LA154,1.1249985937517579e-05
ATL87LA178,1.1249985937517579e-05
LAX87FA239,1.1249985937517579e-05
CHI87FA153,1.1249985937517579e-05
CHI87DET07,1.1249985937517579e-05
SEA87LA120,1.1249985937517579e-05
MKC87LA126,1.1249985937517579e-05
FTW87LA150,1.1249985937517579e-05
FTW87LA148,1.1249985937517579e-05
DEN87LA155,1.1249985937517579e-05
ATL87LA184,1.1249985937517579e-05
ATL87LA177,1.1249985937517579e-05
LAX87LA242,1.1249985937517579e-05
CHI87DEP07,1.1249985937517579e-05
CHI87DEC03,1.1249985937517579e-05
LAX87LA244,1.1249985937517579e-05
FTW87FA149,1.1249985937517579e-05
CHI87DEV02,1.1249985937517579e-05
ATL87LA181,1.1249985937517579e-05
LAX87LA243B,1.1249985937517579e-05
LAX87LA243A,1.1249985937517579e-05
ATL87LA180,1.1249985937517579e-05
ATL87LA182,1.1249985937517579e-05
SEA87LA122,1.1249985937517579e-05
SEA87LA121,1.1249985937517579e-05
NYC87LA183,1.1249985937517579e-05
MKC87LA127,1.1249985937517579e-05
ATL87LA183,1.1249985937517579e-05
MIA87FA191,1.1249985937517579e-05
DEN87FA159,1.1249985937517579e-05
CHI87LA157,1.1249985937517579e-05
ATL87LA185,1.1249985937517579e-05
ATL87DEI06,1.1249985937517579e-05
NYC87LA186,1.1249985937517579e-05
NYC87LA185,1.1249985937517579e-05
NYC87LA184,1.1249985937517579e-05
CHI87LA158,1.1249985937517579e-05
BFO87DIG07,1.1249985937517579e-05
NYC87FA188,1.1249985937517579e-05
ATL87LA188,1.1249985937517579e-05
ATL87FA187,1.1249985937517579e-05
SEA87LA123,1.1249985937517579e-05
BFO87LA042,1.1249985937517579e-05
ATL87LA190,1.1249985937517579e-05
ATL87LA186,1.1249985937517579e-05
SEA87FA124,1.1249985937517579e-05
NYC87FA192,1.1249985937517579e-05
NYC87FA187,1.1249985937517579e-05
FTW87DPA03,1.1249985937517579e-05
DCA87IA037,1.1249985937517579e-05
CHI87DEM09,1.1249985937517579e-05
ATL87IA191,1.1249985937517579e-05
ATL87FA189,1.1249985937517579e-05
SEA87LA126,1.1249985937517579e-05
NYC87LA189,1.1249985937517579e-05
FTW87LA154,1.1249985937517579e-05
FTW87LA153,1.1249985937517579e-05
FTW87DRD07,1.1249985937517579e-05
LAX87DVM04,1.1249985937517579e-05
FTW87FA152,1.1249985937517579e-05
MKC87LA129,1.1249985937517579e-05
LAX87LA261,1.1249985937517579e-05
LAX87LA253,1.1249985937517579e-05
LAX87LA246,1.1249985937517579e-05
LAX87LA245,1.1249985937517579e-05
DEN87LA160,1.1249985937517579e-05
BFO87LA043,1.1249985937517579e-05
ATL87LA193,1.1249985937517579e-05
LAX87LA252,1.1249985937517579e-05
SEA87LA125,1.1249985937517579e-05
SEA87IA127,1.1249985937517579e-05
LAX87DUJ08,1.1249985937517579e-05
FTW87DRD06,1.1249985937517579e-05
DEN87FA162,1.1249985937517579e-05
NYC87LA190,1.1249985937517579e-05
NYC87LA143,1.1249985937517579e-05
MKC87LA128,1.1249985937517579e-05
LAX87LA254,1.1249985937517579e-05
LAX87LA249,1.1249985937517579e-05
LAX87DVM03,1.1249985937517579e-05
ATL87LA192,1.1249985937517579e-05
ATL87DEI07,1.1249985937517579e-05
ANC87FA084,1.1249985937517579e-05
NYC87LA191,1.1249985937517579e-05
MIA87IA192,1.1249985937517579e-05
DEN87LA161,1.1249985937517579e-05
NYC87LA194,1.1249985937517579e-05
NYC87LA193,1.1249985937517579e-05
MIA87LA193,1.1249985937517579e-05
LAX87LA266,1.1249985937517579e-05
LAX87LA248,1.1249985937517579e-05
FTW87LA155,1.1249985937517579e-05
ATL87LA195,1.1249985937517579e-05
LAX87LA250,1.1249985937517579e-05
MIA87IA195,1.1249985937517579e-05
CHI87LA160,1.1249985937517579e-05
ATL87FA194,1.1249985937517579e-05
MIA87LA194,1.1249985937517579e-05
LAX87LA251,1.1249985937517579e-05
CHI87LA159,1.1249985937517579e-05
BFO87LA044,1.1249985937517579e-05
ANC87LA086,1.1249985937517579e-05
ANC87LA085,1.1249985937517579e-05
DEN87LA163,1.1249985937517579e-05
ANC87LA087,1.1249985937517579e-05
FTW87DRD09,1.1249985937517579e-05
SEA87LA134,1.1249985937517579e-05
MKC87FA130,1.1249985937517579e-05
ATL87LA202,1.1249985937517579e-05
ANC87LA092,1.1249985937517579e-05
ANC87LA090,1.1249985937517579e-05
ANC87LA088,1.1249985937517579e-05
LAX87LA255,1.1249985937517579e-05
SEA87LA131,1.1249985937517579e-05
SEA87FA129,1.1249985937517579e-05
NYC87DNC06,1.1249985937517579e-05
LAX87DUJ06,1.1249985937517579e-05
DEN87LA174,1.1249985937517579e-05
CHI87DET08,1.1249985937517579e-05
ATL87LA200,1.1249985937517579e-05
SEA87LA198,1.1249985937517579e-05
SEA87LA130,1.1249985937517579e-05
NYC87LA195,1.1249985937517579e-05
FTW87LA157,1.1249985937517579e-05
DEN87LA172,1.1249985937517579e-05
DEN87LA165,1.1249985937517579e-05
DEN87LA164,1.1249985937517579e-05
CHI87DEP08,1.1249985937517579e-05
ATL87LA196,1.1249985937517579e-05
ANC87LA089,1.1249985937517579e-05
FTW87FA161,1.1249985937517579e-05
FTW87FA156,1.1249985937517579e-05
DEN87MA168,1.1249985937517579e-05
DEN87FA167,1.1249985937517579e-05
CHI87DEC04,1.1249985937517579e-05
ATL87LA197,1.1249985937517579e-05
MIA87LA197,1.1249985937517579e-05
LAX87LA256,1.1249985937517579e-05
FTW87LA158,1.1249985937517579e-05
DEN87LA166,1.1249985937517579e-05
NYC87DNC07,1.1249985937517579e-05
DEN87LA170,1.1249985937517579e-05
SEA87LA132,1.1249985937517579e-05
NYC87LA197,1.1249985937517579e-05
NYC87LA196,1.1249985937517579e-05
NYC87DNE03,1.1249985937517579e-05
LAX87DUJ07,1.1249985937517579e-05
FTW87LA160,1.1249985937517579e-05
FTW87LA159,1.1249985937517579e-05
DEN87LA171,1.1249985937517579e-05
DEN87LA169,1.1249985937517579e-05
CHI87LA161,1.1249985937517579e-05
ATL87LA199,1.1249985937517579e-05
ATL87LA198,1.1249985937517579e-05
BFO87FA046,1.1249985937517579e-05
SEA87LA137,1.1249985937517579e-05
SEA87LA133,1.1249985937517579e-05
NYC87LA198,1.1249985937517579e-05
FTW87LA162,1.1249985937517579e-05
DEN87LA173,1.1249985937517579e-05
BFO87LA045,1.1249985937517579e-05
ATL87LA203,1.1249985937517579e-05
ANC87LA091,1.1249985937517579e-05
LAX87FA257,1.1249985937517579e-05
FTW87DRG03,1.1249985937517579e-05
ATL87IA201,1.1249985937517579e-05
LAX87LA262,1.1249985937517579e-05
LAX87LA258,1.1249985937517579e-05
FTW87LA164,1.1249985937517579e-05
FTW87LA163,1.1249985937517579e-05
FTW87DRD08,1.1249985937517579e-05
DEN87LA183,1.1249985937517579e-05
MKC87FA131,1.1249985937517579e-05
LAX87IA260,1.1249985937517579e-05
DEN87LA176,1.1249985937517579e-05
SEA87LA136,1.1249985937517579e-05
MIA87LA201,1.1249985937517579e-05
LAX87LA259,1.1249985937517579e-05
DEN87LA175,1.1249985937517579e-05
CHI87DER08,1.1249985937517579e-05
ATL87LA205,1.1249985937517579e-05
ATL87LA204,1.1249985937517579e-05
ATL87DLT02,1.1249985937517579e-05
NYC87IA199B,1.1249985937517579e-05
NYC87IA199A,1.1249985937517579e-05
MKC87LA133,1.1249985937517579e-05
MKC87LA132,1.1249985937517579e-05
MIA87LA202,1.1249985937517579e-05
FTW87LA166,1.1249985937517579e-05
FTW87LA165,1.1249985937517579e-05
DEN87FA177,1.1249985937517579e-05
ATL87LA207,1.1249985937517579e-05
ATL87LA206,1.1249985937517579e-05
ATL87DEI08,1.1249985937517579e-05
SEA87LA163,1.1249985937517579e-05
MKC87DPG02,1.1249985937517579e-05
MIA87FA203,1.1249985937517579e-05
SEA87LA138,1.1249985937517579e-05
MKC87LA135,1.1249985937517579e-05
MKC87LA134,1.1249985937517579e-05
LAX87LA270,1.1249985937517579e-05
LAX87LA265,1.1249985937517579e-05
LAX87LA263,1.1249985937517579e-05
FTW87LA169,1.1249985937517579e-05
FTW87DRA05,1.1249985937517579e-05
CHI87DER12,1.1249985937517579e-05
CHI87DER09,1.1249985937517579e-05
MIA87IA204,1.1249985937517579e-05
DEN87FA178,1.1249985937517579e-05
ATL87DLT03,1.1249985937517579e-05
MKC87LA136,1.1249985937517579e-05
LAX87DVG08,1.1249985937517579e-05
FTW87LA167,1.1249985937517579e-05
FTW87DRA06,1.1249985937517579e-05
DEN87LA179,1.1249985937517579e-05
CHI87LA166,1.1249985937517579e-05
ATL87DEI09,1.1249985937517579e-05
ANC87LA094,1.1249985937517579e-05
ANC87LA093,1.1249985937517579e-05
ANC87FA095,1.1249985937517579e-05
NYC87LA200,1.1249985937517579e-05
SEA87FA135,1.1249985937517579e-05
NYC87IA202,1.1249985937517579e-05
MKC87LA137,1.1249985937517579e-05
LAX87FA264,1.1249985937517579e-05
CHI87FA162,1.1249985937517579e-05
SEA87LA156,1.1249985937517579e-05
NYC87LA201,1.1249985937517579e-05
LAX87DUG05,1.1249985937517579e-05
CHI87LA167B,1.1249985937517579e-05
CHI87LA167A,1.1249985937517579e-05
CHI87LA164,1.1249985937517579e-05
ATL87LA208,1.1249985937517579e-05
ANC87LA096,1.1249985937517579e-05
MKC87FA138,1.1249985937517579e-05
MIA87FA205,1.1249985937517579e-05
LAX87LA287,1.1249985937517579e-05
ATL87FA209,1.1249985937517579e-05
NYC87LA203,1.1249985937517579e-05
FTW87FA168,1.1249985937517579e-05
FTW87DRA09,1.1249985937517579e-05
DEN87LA182,1.1249985937517579e-05
CHI87LA165,1.1249985937517579e-05
ATL87FA210,1.1249985937517579e-05
ANC87FA097,1.1249985937517579e-05
DEN87LA180,1.1249985937517579e-05
ATL87DEK01,1.1249985937517579e-05
NYC87FA204,1.1249985937517579e-05
ATL87LA211,1.1249985937517579e-05
MIA87LA206,1.1249985937517579e-05
FTW87DRA07,1.1249985937517579e-05
DEN87LA181,1.1249985937517579e-05
CHI87LA169,1.1249985937517579e-05
SEA87IA139,1.1249985937517579e-05
LAX87FA267,1.1249985937517579e-05
NYC87LA243,1.1249985937517579e-05
NYC87LA205,1.1249985937517579e-05
NYC87DNC09,1.1249985937517579e-05
MKC87LA140,1.1249985937517579e-05
MKC87LA139,1.1249985937517579e-05
LAX87LA268,1.1249985937517579e-05
FTW87FA170,1.1249985937517579e-05
BFO87LA047,1.1249985937517579e-05
ATL87LA214,1.1249985937517579e-05
ATL87LA213,1.1249985937517579e-05
ATL87FA212,1.1249985937517579e-05
ANC87LA098,1.1249985937517579e-05
NYC87LA207,1.1249985937517579e-05
NYC87DNC08,1.1249985937517579e-05
SEA87LA140,1.1249985937517579e-05
NYC87LA131,1.1249985937517579e-05
MKC87LA144,1.1249985937517579e-05
LAX87LA269,1.1249985937517579e-05
DEN87LA184,1.1249985937517579e-05
CHI87LA168,1.1249985937517579e-05
BFO87LA060,1.1249985937517579e-05
ATL87LA219,1.1249985937517579e-05
ATL87DEI10,1.1249985937517579e-05
MIA87LA207,1.1249985937517579e-05
SEA87LA142,1.1249985937517579e-05
SEA87FA141,1.1249985937517579e-05
MIA87LA208,1.1249985937517579e-05
DEN87FA186,1.1249985937517579e-05
MIA87LA210,1.1249985937517579e-05
LAX87DVA08,1.1249985937517579e-05
DEN87LA187,1.1249985937517579e-05
DEN87LA185,1.1249985937517579e-05
CHI87LA173,1.1249985937517579e-05
CHI87LA172,1.1249985937517579e-05
CHI87LA171,1.1249985937517579e-05
CHI87LA170,1.1249985937517579e-05
MKC87LA141,1.1249985937517579e-05
MIA87LA209,1.1249985937517579e-05
LAX87LA274,1.1249985937517579e-05
LAX87LA272,1.1249985937517579e-05
LAX87LA271,1.1249985937517579e-05
DEN87FA188,1.1249985937517579e-05
CHI87DER10,1.1249985937517579e-05
BFO87FA048,1.1249985937517579e-05
ATL87LA217,1.1249985937517579e-05
ATL87LA216,1.1249985937517579e-05
ATL87LA215,1.1249985937517579e-05
ANC87LA100,1.1249985937517579e-05
ANC87LA099,1.1249985937517579e-05
LAX87DVD03,1.1249985937517579e-05
ANC87FA101,1.1249985937517579e-05
MKC87LA142,1.1249985937517579e-05
MKC87DCA02,1.1249985937517579e-05
FTW87LA172,1.1249985937517579e-05
FTW87LA171,1.1249985937517579e-05
DEN87LA189,1.1249985937517579e-05
CHI87LA174,1.1249985937517579e-05
BFO87LA052,1.1249985937517579e-05
ATL87LA218,1.1249985937517579e-05
ANC87LA103,1.1249985937517579e-05
ANC87LA102,1.1249985937517579e-05
MKC87LA143,1.1249985937517579e-05
CHI87FA176,1.1249985937517579e-05
MIA87LA211,1.1249985937517579e-05
LAX87LA275,1.1249985937517579e-05
LAX87LA273,1.1249985937517579e-05
DEN87LA191,1.1249985937517579e-05
DEN87LA190,1.1249985937517579e-05
CHI87LA175,1.1249985937517579e-05
CHI87DEP09,1.1249985937517579e-05
CHI87DEM10,1.1249985937517579e-05
SEA87FA145,1.1249985937517579e-05
MKC87DCQ03,1.1249985937517579e-05
FTW87DRG04,1.1249985937517579e-05
CHI87DEP10,1.1249985937517579e-05
SEA87LA143,1.1249985937517579e-05
CHI87LA179,1.1249985937517579e-05
ATL87LA221,1.1249985937517579e-05
ATL87LA220,1.1249985937517579e-05
SEA87FA149,1.1249985937517579e-05
BFO87LA049,1.1249985937517579e-05
SEA87LA144,1.1249985937517579e-05
NYC87LA208,1.1249985937517579e-05
MKC87LA146,1.1249985937517579e-05
MIA87LA212,1.1249985937517579e-05
LAX87LA277,1.1249985937517579e-05
FTW87DRG05,1.1249985937517579e-05
DEN87LA192,1.1249985937517579e-05
ANC87LA104,1.1249985937517579e-05
MIA87FA213,1.1249985937517579e-05
SEA87LA147,1.1249985937517579e-05
MKC87LA145,1.1249985937517579e-05
LAX87LA276,1.1249985937517579e-05
FTW87FA175,1.1249985937517579e-05
ATL87LA222,1.1249985937517579e-05
LAX87LA282,1.1249985937517579e-05
LAX87FA281,1.1249985937517579e-05
FTW87FA174,1.1249985937517579e-05
DEN87LA193,1.1249985937517579e-05
CHI87DER11,1.1249985937517579e-05
SEA87LA148,1.1249985937517579e-05
SEA87LA146,1.1249985937517579e-05
NYC87LA210,1.1249985937517579e-05
LAX87LA280,1.1249985937517579e-05
LAX87LA279,1.1249985937517579e-05
LAX87LA278,1.1249985937517579e-05
FTW87LA188,1.1249985937517579e-05
ANC87LA105,1.1249985937517579e-05
MIA87LA214,1.1249985937517579e-05
LAX87LA283,1.1249985937517579e-05
FTW87DRD10,1.1249985937517579e-05
NYC87LA211,1.1249985937517579e-05
NYC87LA206,1.1249985937517579e-05
DEN87LA198,1.1249985937517579e-05
ATL87LA224,1.1249985937517579e-05
ANC87LA106,1.1249985937517579e-05
MIA87LA215,1.1249985937517579e-05
NYC87FA209,1.1249985937517579e-05
LAX87LA334,1.1249985937517579e-05
DEN87LA195,1.1249985937517579e-05
CHI87DEM11,1.1249985937517579e-05
ATL87FA223,1.1249985937517579e-05
ANC87LA113,1.1249985937517579e-05
NYC87DNC11,1.1249985937517579e-05
LAX87LA284,1.1249985937517579e-05
LAX87DVM05,1.1249985937517579e-05
FTW87LA181,1.1249985937517579e-05
FTW87LA178,1.1249985937517579e-05
FTW87LA176,1.1249985937517579e-05
FTW87DPA04,1.1249985937517579e-05
DEN87LA194,1.1249985937517579e-05
ATL87LA225,1.1249985937517579e-05
ANC87LA111,1.1249985937517579e-05
ANC87LA109,1.1249985937517579e-05
ANC87LA108,1.1249985937517579e-05
ANC87FA110,1.1249985937517579e-05
ANC87FA107,1.1249985937517579e-05
FTW87FA179,1.1249985937517579e-05
FTW87FA177,1.1249985937517579e-05
NYC87DNE04,1.1249985937517579e-05
MKC87FA148,1.1249985937517579e-05
LAX87DJA07,1.1249985937517579e-05
DEN87LA200,1.1249985937517579e-05
CHI87FA177,1.1249985937517579e-05
NYC87LA220,1.1249985937517579e-05
MKC87LA147,1.1249985937517579e-05
LAX87LA285,1.1249985937517579e-05
DEN87LA197,1.1249985937517579e-05
DEN87LA196,1.1249985937517579e-05
FTW87LA180,1.1249985937517579e-05
DEN87LA212,1.1249985937517579e-05
MKC87LA149,1.1249985937517579e-05
MIA87LA216,1.1249985937517579e-05
MIA87FA217,1.1249985937517579e-05
LAX87DVA10,1.1249985937517579e-05
DEN87LA201,1.1249985937517579e-05
DEN87LA199,1.1249985937517579e-05
CHI87LA178,1.1249985937517579e-05
SEA87LA153,1.1249985937517579e-05
NYC87LA270,1.1249985937517579e-05
MKC87LA151,1.1249985937517579e-05
MIA87LA218,1.1249985937517579e-05
FTW87LA182,1.1249985937517579e-05
DEN87LA202,1.1249985937517579e-05
CHI87LA190,1.1249985937517579e-05
CHI87LA181,1.1249985937517579e-05
CHI87LA180,1.1249985937517579e-05
ATL87DKG05,1.1249985937517579e-05
DEN87LA204,1.1249985937517579e-05
FTW87LA185,1.1249985937517579e-05
DEN87FA203,1.1249985937517579e-05
SEA87LA151,1.1249985937517579e-05
NYC87LA228,1.1249985937517579e-05
NYC87LA212,1.1249985937517579e-05
MKC87LA153,1.1249985937517579e-05
MKC87LA152,1.1249985937517579e-05
LAX87LA288,1.1249985937517579e-05
BFO87DIG08,1.1249985937517579e-05
ANC87FA112,1.1249985937517579e-05
MKC87LA150,1.1249985937517579e-05
NYC87LA217,1.1249985937517579e-05
NYC87FA215,1.1249985937517579e-05
MIA87FA220,1.1249985937517579e-05
LAX87FA286,1.1249985937517579e-05
FTW87FA184,1.1249985937517579e-05
FTW87FA183,1.1249985937517579e-05
NYC87LA216,1.1249985937517579e-05
