Latitude,proportion
038150N,0.0001163399453202257
034122N,0.0001163399453202257
611048N,0.0001163399453202257
405816N,0.0001163399453202257
46.606944,0.0001163399453202257
414145N,0.0001163399453202257
292120N,0.0001163399453202257
35.216667,0.0001163399453202257
038451N,0.0001163399453202257
40.978334,0.0001163399453202257
035423N,0.0001163399453202257
033297N,0.0001163399453202257
272344N,0.0001163399453202257
383032N,0.0001163399453202257
29.950833,0.0001163399453202257
331841N,0.0001163399453202257
038149N,0.0001163399453202257
27.975556,0.0001163399453202257
46.920556,0.0001163399453202257
384411N,0.0001163399453202257
404929N,0.0001163399453202257
038220N,0.0001163399453202257
42.781667,0.0001163399453202257
643044N,0.0001163399453202257
32.896389,0.0001163399453202257
33.357222,0.0001163399453202257
30.336389,0.0001163399453202257
033127N,0.0001163399453202257
033450N,0.0001163399453202257
272950N,0.0001163399453202257
362511N,0.0001163399453202257
402614N,0.0001163399453202257
29.18,0.0001163399453202257
294124N,0.0001163399453202257
312836N,0.0001163399453202257
332514N,0.0001163399453202257
041417N,0.0001163399453202257
040830N,0.0001163399453202257
35.866667,0.0001163399453202257
039338N,0.0001163399453202257
33.871945,0.0001163399453202257
343916N,0.0001163399453202257
403824N,0.0001163399453202257
41.602778,0.0001163399453202257
284922N,0.0001163399453202257
365340N,0.0001163399453202257
442932N,0.0001163399453202257
38.662222,0.0001163399453202257
294842N,0.0001163399453202257
293359N,0.0001163399453202257
344322N,0.0001163399453202257
034745N,0.0001163399453202257
413513N,0.0001163399453202257
45.588611,0.0001163399453202257
33.049722,0.0001163399453202257
34.085277,0.0001163399453202257
034240N,0.0001163399453202257
039347N,0.0001163399453202257
404638N,0.0001163399453202257
040348N,0.0001163399453202257
405454N,0.0001163399453202257
36.333333,0.0001163399453202257
342719N,0.0001163399453202257
384821N,0.0001163399453202257
293626N,0.0001163399453202257
333427N,0.0001163399453202257
33.925,0.0001163399453202257
038480N,0.0001163399453202257
26.001389,0.0001163399453202257
41.128056,0.0001163399453202257
039442N,0.0001163399453202257
411237N,0.0001163399453202257
332115N,0.0001163399453202257
345054N,0.0001163399453202257
035135N,0.0001163399453202257
48.160833,0.0001163399453202257
27.655556,0.0001163399453202257
003946N,0.0001163399453202257
611238N,0.0001163399453202257
555511N,0.0001163399453202257
