Model,proportion
ULTRA SPORT 254,1.1261641722130253e-05
TITAN ACFT TORNADO,1.1261641722130253e-05
M-18-A,1.1261641722130253e-05
SKY HOPPER II,1.1261641722130253e-05
PA-32-RT-300,1.1261641722130253e-05
C-131E,1.1261641722130253e-05
747-243B,1.1261641722130253e-05
MU-2B-6,1.1261641722130253e-05
AF68TP SPARTACUS,1.1261641722130253e-05
DC-6-B,1.1261641722130253e-05
CL-600S,1.1261641722130253e-05
REVOLUTION M500,1.1261641722130253e-05
C340,1.1261641722130253e-05
MUSTANG II MOD,1.1261641722130253e-05
PA-28-201,1.1261641722130253e-05
B-757-222,1.1261641722130253e-05
WITCHAWK,1.1261641722130253e-05
GR-7,1.1261641722130253e-05
YAK C-11,1.1261641722130253e-05
2180A,1.1261641722130253e-05
S6ES,1.1261641722130253e-05
C441,1.1261641722130253e-05
COX-HAWK,1.1261641722130253e-05
ACRO 2,1.1261641722130253e-05
FB-60,1.1261641722130253e-05
GL20,1.1261641722130253e-05
GLASAIR 3SH-3R,1.1261641722130253e-05
AA CUBETTE,1.1261641722130253e-05
MU-2G-30,1.1261641722130253e-05
636D4,1.1261641722130253e-05
65-TAF,1.1261641722130253e-05
H-369,1.1261641722130253e-05
TALON,1.1261641722130253e-05
TANGENT 65,1.1261641722130253e-05
GVD1,1.1261641722130253e-05
CT-42A,1.1261641722130253e-05
WATCHA-MCCALL-IT,1.1261641722130253e-05
MD-520N,1.1261641722130253e-05
DC9-14,1.1261641722130253e-05
STAR FIRE,1.1261641722130253e-05
4-200,1.1261641722130253e-05
CHALLENGER 2,1.1261641722130253e-05
BUSHBY MUSTANG M-II,1.1261641722130253e-05
HARVARD MK II,1.1261641722130253e-05
UC45J,1.1261641722130253e-05
SUPER ACRO ZENITH CH,1.1261641722130253e-05
737-300-3H4,1.1261641722130253e-05
QUESTAIR VENTURE M20,1.1261641722130253e-05
U-206FG,1.1261641722130253e-05
UH12L,1.1261641722130253e-05
EAGLE-2,1.1261641722130253e-05
D45(T-34),1.1261641722130253e-05
WIZARD/T-38,1.1261641722130253e-05
H-369D,1.1261641722130253e-05
RC-3 SEABEE,1.1261641722130253e-05
EXEC 9,1.1261641722130253e-05
99C,1.1261641722130253e-05
E75NL,1.1261641722130253e-05
747-273C,1.1261641722130253e-05
RANS S6ES COYOTE II,1.1261641722130253e-05
PA60-601P,1.1261641722130253e-05
R-22 MARINER,1.1261641722130253e-05
KR-31,1.1261641722130253e-05
DSA-1-G,1.1261641722130253e-05
SGS233A,1.1261641722130253e-05
SEABIRD,1.1261641722130253e-05
767-31AER,1.1261641722130253e-05
KITFOX #1,1.1261641722130253e-05
BAE 146,1.1261641722130253e-05
GT,1.1261641722130253e-05
1-24,1.1261641722130253e-05
PTERODACTYL,1.1261641722130253e-05
LOMBARD DILLEY-68,1.1261641722130253e-05
F/A-18C,1.1261641722130253e-05
RV-3 ROCKET,1.1261641722130253e-05
GOSHAWK 350,1.1261641722130253e-05
T CHAMPABRIA,1.1261641722130253e-05
SA227-DC,1.1261641722130253e-05
ANTARES MA30,1.1261641722130253e-05
SCHUKERT D-1,1.1261641722130253e-05
EXEC 152,1.1261641722130253e-05
BA-3100/3201,1.1261641722130253e-05
23-A24R,1.1261641722130253e-05
SA-26,1.1261641722130253e-05
SMYTHE SIDEWINDER,1.1261641722130253e-05
AS-332L,1.1261641722130253e-05
CHALLENGER I CW,1.1261641722130253e-05
17-30 VIKING,1.1261641722130253e-05
GLASAIR 2SFT,1.1261641722130253e-05
EYAS,1.1261641722130253e-05
VELOCITY 173RG,1.1261641722130253e-05
CA61-F,1.1261641722130253e-05
PA-18-C23,1.1261641722130253e-05
PECKERWOOD 1A1,1.1261641722130253e-05
A-340-200,1.1261641722130253e-05
MINI MUSTANG,1.1261641722130253e-05
PA-J3C,1.1261641722130253e-05
47D1G,1.1261641722130253e-05
LONG EZ TR,1.1261641722130253e-05
188-230,1.1261641722130253e-05
AIR MASTER,1.1261641722130253e-05
KATANA DA-20-A1,1.1261641722130253e-05
M5-210TC,1.1261641722130253e-05
SYLKIE 1,1.1261641722130253e-05
PUD KNOCKER SPECIAL,1.1261641722130253e-05
AERONCA 7GCB,1.1261641722130253e-05
AVID FLYER HH,1.1261641722130253e-05
SPRINT,1.1261641722130253e-05
1300-Z MAX,1.1261641722130253e-05
M18LA,1.1261641722130253e-05
CUBY,1.1261641722130253e-05
SONERAI II-LS,1.1261641722130253e-05
GLASAIR I-FT,1.1261641722130253e-05
209AH-1FT,1.1261641722130253e-05
GL2T-1A-2,1.1261641722130253e-05
CIGPACK-80,1.1261641722130253e-05
G21-G,1.1261641722130253e-05
MINICAB GY20,1.1261641722130253e-05
SPORT-A,1.1261641722130253e-05
ASK-13,1.1261641722130253e-05
S2R-G5,1.1261641722130253e-05
SPECIAL II,1.1261641722130253e-05
KA6-CR,1.1261641722130253e-05
GLASS GOOSE,1.1261641722130253e-05
YAK-3UA,1.1261641722130253e-05
H-36,1.1261641722130253e-05
BL-26,1.1261641722130253e-05
206L-1/C-30P,1.1261641722130253e-05
HORIZON ONE,1.1261641722130253e-05
MIG-17,1.1261641722130253e-05
DC-10-10CF,1.1261641722130253e-05
AVID FLYER AEROBAT,1.1261641722130253e-05
2SL,1.1261641722130253e-05
L-1011-100,1.1261641722130253e-05
KATANA DA20-A1,1.1261641722130253e-05
G-115D,1.1261641722130253e-05
D50,1.1261641722130253e-05
47 SOLOY,1.1261641722130253e-05
GCBC,1.1261641722130253e-05
PA-38-12,1.1261641722130253e-05
3-M,1.1261641722130253e-05
C-114A,1.1261641722130253e-05
SMITH INNOVATION,1.1261641722130253e-05
PROSTAR PT-2,1.1261641722130253e-05
104-80,1.1261641722130253e-05
47G-4A (SOLOY),1.1261641722130253e-05
F9F-2,1.1261641722130253e-05
AIR COMMANDER 532,1.1261641722130253e-05
AE 340-300,1.1261641722130253e-05
B-757-23A,1.1261641722130253e-05
COLT 240A,1.1261641722130253e-05
CIRRUS-S,1.1261641722130253e-05
ROYAL T,1.1261641722130253e-05
HH-43 B/F,1.1261641722130253e-05
PA-28B-150,1.1261641722130253e-05
TU-154,1.1261641722130253e-05
SCORPION EXECUTIVE,1.1261641722130253e-05
YAK-18T,1.1261641722130253e-05
F206C,1.1261641722130253e-05
PA-28C-180,1.1261641722130253e-05
707-323,1.1261641722130253e-05
21OK,1.1261641722130253e-05
EXPERIMENTAL,1.1261641722130253e-05
SA-750 (ACRODUSTER),1.1261641722130253e-05
UH-IB,1.1261641722130253e-05
BO-105 CBS-4,1.1261641722130253e-05
MJ 5,1.1261641722130253e-05
18G,1.1261641722130253e-05
VJ22 (SPORTSMAN),1.1261641722130253e-05
PA18-135,1.1261641722130253e-05
747-236F,1.1261641722130253e-05
PA32-300D,1.1261641722130253e-05
MS760 II,1.1261641722130253e-05
767-300ER-33A,1.1261641722130253e-05
TEAM MINIMAX,1.1261641722130253e-05
747-168,1.1261641722130253e-05
CASA 1-131E,1.1261641722130253e-05
M-2O,1.1261641722130253e-05
7AC CHAMP,1.1261641722130253e-05
HM-81,1.1261641722130253e-05
"DHC-2, MK-1",1.1261641722130253e-05
DV-20,1.1261641722130253e-05
VELOCITY 173 RG,1.1261641722130253e-05
CRESS B-8-M (BENSEN),1.1261641722130253e-05
POLAR CUB,1.1261641722130253e-05
WMF-5,1.1261641722130253e-05
TB-21C,1.1261641722130253e-05
SUPER DIMONA HK 36R,1.1261641722130253e-05
DC-3C/BT-67R,1.1261641722130253e-05
XJ-7,1.1261641722130253e-05
PARSON 2+2,1.1261641722130253e-05
MD 369HS,1.1261641722130253e-05
727-2K5,1.1261641722130253e-05
337T,1.1261641722130253e-05
727F,1.1261641722130253e-05
WINDEX 1200C,1.1261641722130253e-05
MONERI S,1.1261641722130253e-05
BAC 1-11,1.1261641722130253e-05
DC10-30F,1.1261641722130253e-05
KOLB MK3,1.1261641722130253e-05
F4U,1.1261641722130253e-05
C54A-DC,1.1261641722130253e-05
BH-47G2,1.1261641722130253e-05
HAULER,1.1261641722130253e-05
FALCON 900B,1.1261641722130253e-05
MXT-7,1.1261641722130253e-05
BK-117-A1,1.1261641722130253e-05
STOLP SA-750,1.1261641722130253e-05
CHALLENGER SPEC II,1.1261641722130253e-05
125-800A,1.1261641722130253e-05
N2S-4,1.1261641722130253e-05
PV2,1.1261641722130253e-05
747-2R7F,1.1261641722130253e-05
GC-1-A,1.1261641722130253e-05
737-3S3,1.1261641722130253e-05
MBB-BK117-B2,1.1261641722130253e-05
GLASSAIR GL25,1.1261641722130253e-05
ULTIMATE 10-300S,1.1261641722130253e-05
GEE BEE SPORTSTER,1.1261641722130253e-05
AS-365-N2,1.1261641722130253e-05
1121B,1.1261641722130253e-05
NAVION NA-1,1.1261641722130253e-05
B2B/582,1.1261641722130253e-05
PA-28R-210T,1.1261641722130253e-05
B33-35,1.1261641722130253e-05
B-25J,1.1261641722130253e-05
AMT-200,1.1261641722130253e-05
S2R-T-34,1.1261641722130253e-05
7AC-EC,1.1261641722130253e-05
RC-3-1,1.1261641722130253e-05
MDHC-369E,1.1261641722130253e-05
1.131 JUNGMANN,1.1261641722130253e-05
S-260-2,1.1261641722130253e-05
737-291A,1.1261641722130253e-05
LL-8-A,1.1261641722130253e-05
SGS 135,1.1261641722130253e-05
T-210-N,1.1261641722130253e-05
VMAX PROBE,1.1261641722130253e-05
S300D,1.1261641722130253e-05
PA-24-151,1.1261641722130253e-05
FLUGZEUGBAU G103,1.1261641722130253e-05
600-A,1.1261641722130253e-05
STARFIRE,1.1261641722130253e-05
ACRO X,1.1261641722130253e-05
PA-11-90,1.1261641722130253e-05
AMERICAN AA-B,1.1261641722130253e-05
M5C,1.1261641722130253e-05
737-548,1.1261641722130253e-05
SMITH M/P DSA-1,1.1261641722130253e-05
RANS S-4,1.1261641722130253e-05
P51 MUSTANG,1.1261641722130253e-05
ATR-72-12,1.1261641722130253e-05
BHT-206L-1,1.1261641722130253e-05
S-60-A,1.1261641722130253e-05
PIETENPOL GN-1,1.1261641722130253e-05
240-53,1.1261641722130253e-05
EIPPER MX II,1.1261641722130253e-05
NIEUPORT 12,1.1261641722130253e-05
E50,1.1261641722130253e-05
F-28-F,1.1261641722130253e-05
DHC-2 MK-I,1.1261641722130253e-05
MITCHELL P-38,1.1261641722130253e-05
VOLKSPLANE,1.1261641722130253e-05
HEADWIND,1.1261641722130253e-05
206-LIII,1.1261641722130253e-05
PBY-5A(28-5ACF),1.1261641722130253e-05
VELOCITY ELITE RG,1.1261641722130253e-05
GLASAIR R,1.1261641722130253e-05
ASW20F,1.1261641722130253e-05
LR-31,1.1261641722130253e-05
AVID FLYER MK-IV,1.1261641722130253e-05
SGS 2-8,1.1261641722130253e-05
AEROBAT III,1.1261641722130253e-05
PA-25-235A,1.1261641722130253e-05
RAF 2000 GYROPLANE,1.1261641722130253e-05
TURBO CRUISER,1.1261641722130253e-05
PC6/B2-H2,1.1261641722130253e-05
VELOCITY STD/FG,1.1261641722130253e-05
FIRESTAR-II,1.1261641722130253e-05
P51D MUSTANG,1.1261641722130253e-05
A300 B4-203,1.1261641722130253e-05
BE-65-A90,1.1261641722130253e-05
L2A,1.1261641722130253e-05
FIREFLY 7B-15,1.1261641722130253e-05
RYELONG LE,1.1261641722130253e-05
PA-28-121,1.1261641722130253e-05
ADVENTURER 333,1.1261641722130253e-05
737-200RS,1.1261641722130253e-05
MONERAI-S,1.1261641722130253e-05
M500,1.1261641722130253e-05
MDL-369HS,1.1261641722130253e-05
TRAVEL AIR 12-Q,1.1261641722130253e-05
SKYHOPPER,1.1261641722130253e-05
AC-500A,1.1261641722130253e-05
T-6-SNJ5,1.1261641722130253e-05
MARSKE-MONARCH 1997,1.1261641722130253e-05
LL-8-F,1.1261641722130253e-05
FALCO F.8L,1.1261641722130253e-05
ML-4-220C,1.1261641722130253e-05
AX-10,1.1261641722130253e-05
MUSKETEER 23,1.1261641722130253e-05
ASW19-B,1.1261641722130253e-05
FGS-233,1.1261641722130253e-05
GLASAIR-III,1.1261641722130253e-05
U-206E,1.1261641722130253e-05
650-0220,1.1261641722130253e-05
18 [C-45H],1.1261641722130253e-05
AIR SHARK III,1.1261641722130253e-05
TAYLOR BIRD,1.1261641722130253e-05
727-51C,1.1261641722130253e-05
PC-6-350,1.1261641722130253e-05
POBER SUPER ACE,1.1261641722130253e-05
T34B,1.1261641722130253e-05
206B2,1.1261641722130253e-05
SEM 182,1.1261641722130253e-05
PA-25B-235,1.1261641722130253e-05
185 SKYWAGON,1.1261641722130253e-05
PA-20-150,1.1261641722130253e-05
DH-8-201,1.1261641722130253e-05
LONE RANGER SLVR CLD,1.1261641722130253e-05
LUSCOMBE 8B,1.1261641722130253e-05
EA-200,1.1261641722130253e-05
126-D,1.1261641722130253e-05
HAWK H2X,1.1261641722130253e-05
99-C99,1.1261641722130253e-05
SGS1-26A,1.1261641722130253e-05
194E,1.1261641722130253e-05
MD83-2,1.1261641722130253e-05
C-182E,1.1261641722130253e-05
FR-172J,1.1261641722130253e-05
BE-S35,1.1261641722130253e-05
VELOCITY STANDARD RG,1.1261641722130253e-05
S91,1.1261641722130253e-05
DC-8F,1.1261641722130253e-05
DHC-6-6,1.1261641722130253e-05
F100,1.1261641722130253e-05
58PA,1.1261641722130253e-05
ASCENDER II+,1.1261641722130253e-05
PL-1B,1.1261641722130253e-05
AT-501W,1.1261641722130253e-05
J5-A,1.1261641722130253e-05
AERO COMP AC6,1.1261641722130253e-05
KELEHER LARK KR1B,1.1261641722130253e-05
TIAFUN 17E,1.1261641722130253e-05
R-420,1.1261641722130253e-05
ISLANDER,1.1261641722130253e-05
SA-2226-TC,1.1261641722130253e-05
TB-20 TRINIDAD,1.1261641722130253e-05
BUSHROD,1.1261641722130253e-05
D-4 FASCINATION,1.1261641722130253e-05
707-320,1.1261641722130253e-05
KITFOX MODEL 3,1.1261641722130253e-05
A4D-2,1.1261641722130253e-05
301-300,1.1261641722130253e-05
CUMULUS,1.1261641722130253e-05
KIT FOX VIXEN,1.1261641722130253e-05
EUROPA MONO-WHEEL,1.1261641722130253e-05
SZD-48-3,1.1261641722130253e-05
SA 2-37A,1.1261641722130253e-05
A-320-212,1.1261641722130253e-05
A300B4-62R,1.1261641722130253e-05
QUESTAIR 20,1.1261641722130253e-05
KITFOX XL,1.1261641722130253e-05
145-ER,1.1261641722130253e-05
A75N (PT-17),1.1261641722130253e-05
S2RT-34RE,1.1261641722130253e-05
206-A,1.1261641722130253e-05
MARSH 1,1.1261641722130253e-05
ZMI-A,1.1261641722130253e-05
F280F,1.1261641722130253e-05
SN-601,1.1261641722130253e-05
SWEARINGEN SX 300,1.1261641722130253e-05
737-205,1.1261641722130253e-05
707-336,1.1261641722130253e-05
DC8-73,1.1261641722130253e-05
737-242C,1.1261641722130253e-05
RD MUSTANG 2,1.1261641722130253e-05
PT22-ST3KR,1.1261641722130253e-05
200 SUPER KING AIR,1.1261641722130253e-05
600A,1.1261641722130253e-05
HARVARD 2,1.1261641722130253e-05
767-304,1.1261641722130253e-05
GA-112TC,1.1261641722130253e-05
J5-C,1.1261641722130253e-05
SWIFT,1.1261641722130253e-05
727-212,1.1261641722130253e-05
173 RG ELITE,1.1261641722130253e-05
RANS S-14,1.1261641722130253e-05
500-A,1.1261641722130253e-05
HUEY II,1.1261641722130253e-05
DC-9-34,1.1261641722130253e-05
HA200B SAETA,1.1261641722130253e-05
BL12,1.1261641722130253e-05
FREEBIRD SPORT,1.1261641722130253e-05
P & W 1937,1.1261641722130253e-05
SCIMITAR,1.1261641722130253e-05
TR-2000,1.1261641722130253e-05
10 GXE,1.1261641722130253e-05
WARP 1A,1.1261641722130253e-05
MXT-7-108A,1.1261641722130253e-05
M-500A,1.1261641722130253e-05
RAF-200,1.1261641722130253e-05
SPIEZO SPORT,1.1261641722130253e-05
"LEARSTAR, L-18-56",1.1261641722130253e-05
HUMMER B,1.1261641722130253e-05
AMERICAN AA-1C,1.1261641722130253e-05
ARROW SPORT,1.1261641722130253e-05
PA-22 TRIPACER,1.1261641722130253e-05
BV-107-II,1.1261641722130253e-05
S10V,1.1261641722130253e-05
PA-25-260D,1.1261641722130253e-05
ERCO-415C,1.1261641722130253e-05
BE-45-T-34B,1.1261641722130253e-05
F-28 MK100,1.1261641722130253e-05
SPORT 1000,1.1261641722130253e-05
AVID MK. 4,1.1261641722130253e-05
BE 65-80,1.1261641722130253e-05
MK XVI,1.1261641722130253e-05
BACON II,1.1261641722130253e-05
EVERETT B1,1.1261641722130253e-05
S6EX COYOTE II,1.1261641722130253e-05
AIRAILE S 12,1.1261641722130253e-05
A75-N1,1.1261641722130253e-05
RANS S9,1.1261641722130253e-05
WAG-AERO 2+2,1.1261641722130253e-05
24-B,1.1261641722130253e-05
REVOLUTION MINI-500B,1.1261641722130253e-05
FLEDGE 2B-FOXBAT,1.1261641722130253e-05
FLUGZEUGBAU EA260,1.1261641722130253e-05
757-2Y0,1.1261641722130253e-05
DG-800B,1.1261641722130253e-05
STINGRAY,1.1261641722130253e-05
CHRISTEN II,1.1261641722130253e-05
METRO II,1.1261641722130253e-05
HUNTER T MK 8,1.1261641722130253e-05
ROTORWAY 162-F,1.1261641722130253e-05
LS-6A,1.1261641722130253e-05
MURPHY RENEGADE SP,1.1261641722130253e-05
Z-MAX 1300,1.1261641722130253e-05
91B,1.1261641722130253e-05
PA-28AT-201T,1.1261641722130253e-05
JC-24,1.1261641722130253e-05
212-200 (CASA 212),1.1261641722130253e-05
17OA,1.1261641722130253e-05
D11S,1.1261641722130253e-05
SGS 1-26F,1.1261641722130253e-05
SONERAI 2,1.1261641722130253e-05
CHIEF 65-CA,1.1261641722130253e-05
681B,1.1261641722130253e-05
KITFOX 4-1200,1.1261641722130253e-05
HUSKY A-1,1.1261641722130253e-05
SP-2H,1.1261641722130253e-05
QUICKIE TRI-Q/200,1.1261641722130253e-05
F-35 DRAKEN,1.1261641722130253e-05
CLASSIC,1.1261641722130253e-05
MU2-2B-25,1.1261641722130253e-05
RANS S12,1.1261641722130253e-05
U-206F,1.1261641722130253e-05
MS 880B,1.1261641722130253e-05
HMB-2,1.1261641722130253e-05
TEAM MINI MAX 1600R,1.1261641722130253e-05
7GCG,1.1261641722130253e-05
STARTDUSTER TOO,1.1261641722130253e-05
AA-1TW,1.1261641722130253e-05
ABC-A-60,1.1261641722130253e-05
P21O,1.1261641722130253e-05
A 152,1.1261641722130253e-05
T CRAFT SPECIAL,1.1261641722130253e-05
47-GB31,1.1261641722130253e-05
STANDARD RG,1.1261641722130253e-05
SZD 50-3,1.1261641722130253e-05
S-12 AERAILE,1.1261641722130253e-05
OH-13H/M47A,1.1261641722130253e-05
C-147A,1.1261641722130253e-05
LANCAIR 4P,1.1261641722130253e-05
LS 4A,1.1261641722130253e-05
A105,1.1261641722130253e-05
PIEL EMERAUDE,1.1261641722130253e-05
CYGNET SF-2A,1.1261641722130253e-05
BT-15,1.1261641722130253e-05
LC-20,1.1261641722130253e-05
SNJ-6B,1.1261641722130253e-05
A10B-37,1.1261641722130253e-05
BE24,1.1261641722130253e-05
BL-17,1.1261641722130253e-05
12W,1.1261641722130253e-05
YAK-54,1.1261641722130253e-05
FH-227B,1.1261641722130253e-05
AVENGER GRYO PLANE,1.1261641722130253e-05
TEAM HI-MAX-1700R,1.1261641722130253e-05
GLASAIR II-FT,1.1261641722130253e-05
TS-600,1.1261641722130253e-05
F11-3,1.1261641722130253e-05
FALCON DA-20,1.1261641722130253e-05
BN-2A-26,1.1261641722130253e-05
PA-30-39,1.1261641722130253e-05
DA-20-A1,1.1261641722130253e-05
BARNETT J4B2,1.1261641722130253e-05
MINI IMP RC-2,1.1261641722130253e-05
FIREFLY AX-9,1.1261641722130253e-05
SNJ-5C,1.1261641722130253e-05
QUICKSILVER SPORT 2,1.1261641722130253e-05
727-2Q8,1.1261641722130253e-05
WMF,1.1261641722130253e-05
PA28-R-200,1.1261641722130253e-05
GS-1,1.1261641722130253e-05
VOLMER VJ-22,1.1261641722130253e-05
8-KCAB-150,1.1261641722130253e-05
WASPAIR TOMCAT TOUR,1.1261641722130253e-05
PTRAVLER,1.1261641722130253e-05
DIAMOND,1.1261641722130253e-05
767-34AF,1.1261641722130253e-05
SKYBOLT TD8,1.1261641722130253e-05
GLASAIR SH2,1.1261641722130253e-05
BHT-47-G3B1,1.1261641722130253e-05
TE-1,1.1261641722130253e-05
BL-7-GCBC,1.1261641722130253e-05
S2F-1,1.1261641722130253e-05
PT-17 STEARMAN,1.1261641722130253e-05
IV LANCAIR,1.1261641722130253e-05
DX4,1.1261641722130253e-05
SEA FURY TMK 20,1.1261641722130253e-05
F-156C-1,1.1261641722130253e-05
PA-20-180,1.1261641722130253e-05
47-G-2,1.1261641722130253e-05
111M2,1.1261641722130253e-05
65-TAC (L-3),1.1261641722130253e-05
T188L,1.1261641722130253e-05
RXS8,1.1261641722130253e-05
LOEHLE AVIATION 5151,1.1261641722130253e-05
AX8-90 S 2,1.1261641722130253e-05
PA-34-R200,1.1261641722130253e-05
CONCORDE 102,1.1261641722130253e-05
G 103C,1.1261641722130253e-05
C-336,1.1261641722130253e-05
N-120,1.1261641722130253e-05
SEA REY AMPHIBIAN,1.1261641722130253e-05
GZ-20-A,1.1261641722130253e-05
680 FPL,1.1261641722130253e-05
ML-7,1.1261641722130253e-05
STAROS SA 260,1.1261641722130253e-05
STODDARD HAMILTON II,1.1261641722130253e-05
HURRICAN HP,1.1261641722130253e-05
IL-62,1.1261641722130253e-05
777-222B,1.1261641722130253e-05
WS-15-2,1.1261641722130253e-05
737-3TO,1.1261641722130253e-05
LL-8-C,1.1261641722130253e-05
SUPER SPORT,1.1261641722130253e-05
RUTAN LONG EZE,1.1261641722130253e-05
C-182Q,1.1261641722130253e-05
ALOUETTE 3,1.1261641722130253e-05
STROJNIK S2A,1.1261641722130253e-05
G103-TWINA,1.1261641722130253e-05
TWINSTAR TA-2,1.1261641722130253e-05
C-172R,1.1261641722130253e-05
KOLB FIRESTAR 1,1.1261641722130253e-05
C-212,1.1261641722130253e-05
CA-65,1.1261641722130253e-05
300-200,1.1261641722130253e-05
7GC-AA,1.1261641722130253e-05
JURCA MJ-5,1.1261641722130253e-05
KINGAIR 300,1.1261641722130253e-05
EC-135-P1,1.1261641722130253e-05
747-259B,1.1261641722130253e-05
MD-900,1.1261641722130253e-05
MXL-2,1.1261641722130253e-05
L-1329,1.1261641722130253e-05
PA42-1000,1.1261641722130253e-05
CORBAN BABY ACE,1.1261641722130253e-05
PA-28-210T,1.1261641722130253e-05
T-6G-NA,1.1261641722130253e-05
FISHER HORIZON,1.1261641722130253e-05
HANSON TAILWIND W-8,1.1261641722130253e-05
BE-C-45H,1.1261641722130253e-05
LC 40-550FG,1.1261641722130253e-05
PA-32-300R,1.1261641722130253e-05
VELOCITY 173E-RG,1.1261641722130253e-05
TB-9C,1.1261641722130253e-05
MI-8MTV-1,1.1261641722130253e-05
RANS S4,1.1261641722130253e-05
20G,1.1261641722130253e-05
737-228,1.1261641722130253e-05
L-1O11-385-1-15,1.1261641722130253e-05
JAEGER D-IX,1.1261641722130253e-05
AT11/18,1.1261641722130253e-05
COLIBRI EC120B,1.1261641722130253e-05
JERGINS H 800,1.1261641722130253e-05
R22-B2,1.1261641722130253e-05
355,1.1261641722130253e-05
TR-1,1.1261641722130253e-05
SCAN TYPE 30,1.1261641722130253e-05
PA 28 181,1.1261641722130253e-05
PA-24-235,1.1261641722130253e-05
KR1,1.1261641722130253e-05
N3N-3-2939,1.1261641722130253e-05
FG1D,1.1261641722130253e-05
AMERICAN AA-5A,1.1261641722130253e-05
B0-105CBS-4,1.1261641722130253e-05
F.28 MK 4000,1.1261641722130253e-05
15OF,1.1261641722130253e-05
MD80/87,1.1261641722130253e-05
BK-117B-1,1.1261641722130253e-05
WITTMAN TAILWIND,1.1261641722130253e-05
BN-2B-21,1.1261641722130253e-05
RAF 2000-GTX,1.1261641722130253e-05
LIGHTNING BUG,1.1261641722130253e-05
AVID CATALINA,1.1261641722130253e-05
WHITMAN W-10,1.1261641722130253e-05
RENEGADE 2,1.1261641722130253e-05
GLASSAIR II FT,1.1261641722130253e-05
STAUDACHER S600,1.1261641722130253e-05
PA-28-180G,1.1261641722130253e-05
300-600,1.1261641722130253e-05
PITTS SPECIAL SC-1,1.1261641722130253e-05
RALLY RX-8,1.1261641722130253e-05
PA-18-L21B,1.1261641722130253e-05
GLASAIR-SH-2R,1.1261641722130253e-05
AERO SPEC 2150,1.1261641722130253e-05
G-103 TWIN II,1.1261641722130253e-05
B-8,1.1261641722130253e-05
BE-C23,1.1261641722130253e-05
1B75A,1.1261641722130253e-05
SUPER STALLION,1.1261641722130253e-05
J3 CUB,1.1261641722130253e-05
MINI-NIMBUS,1.1261641722130253e-05
201-C,1.1261641722130253e-05
ARNET PEREYRA AV II,1.1261641722130253e-05
L-8F,1.1261641722130253e-05
TIGER MOTH DH82A,1.1261641722130253e-05
GLASSAIR,1.1261641722130253e-05
GREAT LAKES 2T-1AJ,1.1261641722130253e-05
DHC 2 MK III,1.1261641722130253e-05
C18S,1.1261641722130253e-05
PT-27,1.1261641722130253e-05
VERI-EZE,1.1261641722130253e-05
TWINSTAR GYROPLANE,1.1261641722130253e-05
MONO-WHEEL; EURO,1.1261641722130253e-05
EMERAUDE CP 301A,1.1261641722130253e-05
AA-5KB,1.1261641722130253e-05
NAVION L-17A,1.1261641722130253e-05
MYERS 145,1.1261641722130253e-05
ROTORWAY EXEC-90,1.1261641722130253e-05
VERIEZE,1.1261641722130253e-05
BL-14-13,1.1261641722130253e-05
747-4F6B,1.1261641722130253e-05
AIRSHARK II,1.1261641722130253e-05
WAYNCRAFT 14,1.1261641722130253e-05
747-SP,1.1261641722130253e-05
ASCENGER II+,1.1261641722130253e-05
SGS 1-23G,1.1261641722130253e-05
2T-1A-Z,1.1261641722130253e-05
BUSH BY MUSTANG 2,1.1261641722130253e-05
727-243F,1.1261641722130253e-05
AVID STOL HAULER,1.1261641722130253e-05
GLASAIR II S,1.1261641722130253e-05
KITFOX 1200,1.1261641722130253e-05
BENSON B&M,1.1261641722130253e-05
T-34B MENTOR,1.1261641722130253e-05
THUNDERBIRD-2C,1.1261641722130253e-05
HU-369-OH6A,1.1261641722130253e-05
Z-42M,1.1261641722130253e-05
PA28-160B,1.1261641722130253e-05
DC3C-S4C4G,1.1261641722130253e-05
MX II A-HP,1.1261641722130253e-05
T-337 G-P,1.1261641722130253e-05
BUSHBY M II,1.1261641722130253e-05
UH12-C,1.1261641722130253e-05
A-300-600ER,1.1261641722130253e-05
NIMBUS 4DM,1.1261641722130253e-05
ZODIAC CH 601 HD,1.1261641722130253e-05
VELOCITY 173/FG-E,1.1261641722130253e-05
VAN'S RV-8,1.1261641722130253e-05
B-4,1.1261641722130253e-05
H-19D,1.1261641722130253e-05
DHG-6-300,1.1261641722130253e-05
AVENGER,1.1261641722130253e-05
ACROSPORT RJ-2,1.1261641722130253e-05
R172-E,1.1261641722130253e-05
S1-11B,1.1261641722130253e-05
WJS JAYBIRD,1.1261641722130253e-05
A188-B,1.1261641722130253e-05
BROKAW BULLET,1.1261641722130253e-05
ATR-42-500,1.1261641722130253e-05
M-5-200,1.1261641722130253e-05
A-75-N1 (STEARMAN),1.1261641722130253e-05
SPORT COPTER,1.1261641722130253e-05
103C,1.1261641722130253e-05
ROTORWAY EXEC 162,1.1261641722130253e-05
L-33-SOLO,1.1261641722130253e-05
HORIZON 2,1.1261641722130253e-05
AMT-300,1.1261641722130253e-05
ERJ-135,1.1261641722130253e-05
GLASTAR-1,1.1261641722130253e-05
SPORTSMAN 2 + 2,1.1261641722130253e-05
800XP,1.1261641722130253e-05
PA-18-18,1.1261641722130253e-05
