Model,proportion
BO105,3.3784925166390757e-05
EMB711,3.3784925166390757e-05
F280,3.3784925166390757e-05
UH12D,3.3784925166390757e-05
350D,3.3784925166390757e-05
ERJ 170 100 SE,3.3784925166390757e-05
Kodiak 100,3.3784925166390757e-05
PA-23C-250,3.3784925166390757e-05
PA-18S,3.3784925166390757e-05
2150,3.3784925166390757e-05
BU-131,3.3784925166390757e-05
28-140,3.3784925166390757e-05
T-210L,3.3784925166390757e-05
GX,3.3784925166390757e-05
KITFOX CLASSIC IV,3.3784925166390757e-05
C212,3.3784925166390757e-05
CH-750,3.3784925166390757e-05
RV9A,3.3784925166390757e-05
SERIES 100 MDL 101,3.3784925166390757e-05
ZENITH,3.3784925166390757e-05
DHC-2 MK 1,3.3784925166390757e-05
L-29 DELFIN,3.3784925166390757e-05
MD11 - F,3.3784925166390757e-05
17-31,3.3784925166390757e-05
24R-46A,3.3784925166390757e-05
D,3.3784925166390757e-05
CH750 STOL,3.3784925166390757e-05
RANS S6S,3.3784925166390757e-05
Calidus,3.3784925166390757e-05
737 - 800,3.3784925166390757e-05
PA46R,3.3784925166390757e-05
SINUS 912,3.3784925166390757e-05
DG 1000S,3.3784925166390757e-05
369B,3.3784925166390757e-05
A320 211,3.3784925166390757e-05
FLEET 16B,3.3784925166390757e-05
777 - 206,3.3784925166390757e-05
P2006T,3.3784925166390757e-05
AW119MKII,3.3784925166390757e-05
LEGACY,3.3784925166390757e-05
AS350 B2 ECUREUIL,3.3784925166390757e-05
VENTUS 2CT,3.3784925166390757e-05
B-75,3.3784925166390757e-05
ESCAPADE,3.3784925166390757e-05
DA-2A,3.3784925166390757e-05
PA-18 REPLICA,3.3784925166390757e-05
737-924ER,3.3784925166390757e-05
206 - B,3.3784925166390757e-05
Challenger,3.3784925166390757e-05
DA 42 NG,3.3784925166390757e-05
BOEING 777-236,3.3784925166390757e-05
ZODIAC,3.3784925166390757e-05
227,3.3784925166390757e-05
ALPHA TRAINER,3.3784925166390757e-05
D-1,3.3784925166390757e-05
C-3,3.3784925166390757e-05
FIREFLY 6,3.3784925166390757e-05
U206 - G,3.3784925166390757e-05
PA28 151,3.3784925166390757e-05
SGS 2 33A,3.3784925166390757e-05
108 1,3.3784925166390757e-05
K8B,3.3784925166390757e-05
240,3.3784925166390757e-05
A319 132,3.3784925166390757e-05
S1B2,3.3784925166390757e-05
DC10-10,3.3784925166390757e-05
ERJ190 - UNDESIGNAT,3.3784925166390757e-05
CL 600 2B16,3.3784925166390757e-05
YMF F5C,3.3784925166390757e-05
GA8,3.3784925166390757e-05
680F,3.3784925166390757e-05
M 18A,3.3784925166390757e-05
47G 3B,3.3784925166390757e-05
AERONCA 7AC,3.3784925166390757e-05
SA-319B,3.3784925166390757e-05
TOMCAT MK6C,3.3784925166390757e-05
AT 802A,3.3784925166390757e-05
SEAREY LSX,3.3784925166390757e-05
172 - R,3.3784925166390757e-05
SGS 1 34,3.3784925166390757e-05
201A,3.3784925166390757e-05
SKYHAWK,3.3784925166390757e-05
PA 28RT-201T,3.3784925166390757e-05
JS1-C,3.3784925166390757e-05
PT-19,3.3784925166390757e-05
RX-6,3.3784925166390757e-05
SA 318C,3.3784925166390757e-05
VP2,3.3784925166390757e-05
CC11 100,3.3784925166390757e-05
A320 232,3.3784925166390757e-05
M 7-235B,3.3784925166390757e-05
F152,3.3784925166390757e-05
787-8,3.3784925166390757e-05
172 - S,3.3784925166390757e-05
EDGE XT 912 L,3.3784925166390757e-05
RV 8A,3.3784925166390757e-05
STORM,3.3784925166390757e-05
THORP T 18,3.3784925166390757e-05
C-18S,3.3784925166390757e-05
AS350D ASTAR,3.3784925166390757e-05
AT 402A,3.3784925166390757e-05
MBB BK 117 C-2,3.3784925166390757e-05
DC 9 83(MD-83),3.3784925166390757e-05
AA 5A,3.3784925166390757e-05
C 99,3.3784925166390757e-05
AC-100,3.3784925166390757e-05
T240,3.3784925166390757e-05
M-1,3.3784925166390757e-05
DGA 15P,3.3784925166390757e-05
TB9,3.3784925166390757e-05
EMB720,3.3784925166390757e-05
95 B55,3.3784925166390757e-05
CB-1,3.3784925166390757e-05
PA 22-108,3.3784925166390757e-05
B58,3.3784925166390757e-05
D17,3.3784925166390757e-05
95 C55,3.3784925166390757e-05
AA 1B,3.3784925166390757e-05
P2008,3.3784925166390757e-05
T21OL,3.3784925166390757e-05
AA 1A,3.3784925166390757e-05
BUSHCAT,3.3784925166390757e-05
JETSTREAM3100,3.3784925166390757e-05
COMMANDER 114,3.3784925166390757e-05
ARION LIGHTNING,3.3784925166390757e-05
L 5,3.3784925166390757e-05
727-235,3.3784925166390757e-05
AVRO146RJ,3.3784925166390757e-05
FIREFLY,3.3784925166390757e-05
B-727-200,3.3784925166390757e-05
CP-65,3.3784925166390757e-05
2T 1A,3.3784925166390757e-05
PA 15,3.3784925166390757e-05
C-402B,3.3784925166390757e-05
CABRI G2,3.3784925166390757e-05
VANS RV 8,3.3784925166390757e-05
A330-243,3.3784925166390757e-05
PA 14,3.3784925166390757e-05
EA300,3.3784925166390757e-05
ASW 20,3.3784925166390757e-05
A321-271N,3.3784925166390757e-05
CC18,3.3784925166390757e-05
SA-316B,3.3784925166390757e-05
PA 23,3.3784925166390757e-05
CARBON CUB EX,3.3784925166390757e-05
REVOLT,3.3784925166390757e-05
PITTS S2B,3.3784925166390757e-05
F-86E MK.6,2.2523283444260505e-05
T18,2.2523283444260505e-05
AT502B,2.2523283444260505e-05
SA-11A,2.2523283444260505e-05
DA 20C-1,2.2523283444260505e-05
TP206,2.2523283444260505e-05
L-188A,2.2523283444260505e-05
SEAHAWK,2.2523283444260505e-05
LAKE LA-4,2.2523283444260505e-05
CORBEN JR. ACE,2.2523283444260505e-05
SR2-T34,2.2523283444260505e-05
TIERRA 2,2.2523283444260505e-05
T-10R263,2.2523283444260505e-05
FIREFLY II,2.2523283444260505e-05
UH-12-E,2.2523283444260505e-05
D-16,2.2523283444260505e-05
BK 117 A-4,2.2523283444260505e-05
TBM-3E,2.2523283444260505e-05
SK-76A,2.2523283444260505e-05
G-164B-450,2.2523283444260505e-05
T65A,2.2523283444260505e-05
SA-1,2.2523283444260505e-05
PA-23E-250,2.2523283444260505e-05
BERGFALKE II-55,2.2523283444260505e-05
CITABRIA,2.2523283444260505e-05
J-4E,2.2523283444260505e-05
AT-802F,2.2523283444260505e-05
M-20-J,2.2523283444260505e-05
JN4-D,2.2523283444260505e-05
35R,2.2523283444260505e-05
ACROSPORT II,2.2523283444260505e-05
AEROSTAR 600A,2.2523283444260505e-05
SF.260TP,2.2523283444260505e-05
2T-1A-1,2.2523283444260505e-05
680-E,2.2523283444260505e-05
737-4Q8,2.2523283444260505e-05
MIDGET MUSTANG M-1,2.2523283444260505e-05
AB,2.2523283444260505e-05
727-25,2.2523283444260505e-05
BE36,2.2523283444260505e-05
DYKE DELTA JD2,2.2523283444260505e-05
MINI-MAX,2.2523283444260505e-05
Ultra Pup,2.2523283444260505e-05
24F,2.2523283444260505e-05
C337,2.2523283444260505e-05
KITFOX 2,2.2523283444260505e-05
STAR-LITE,2.2523283444260505e-05
SPORT RACER,2.2523283444260505e-05
YKS-7,2.2523283444260505e-05
G103 TWIN II,2.2523283444260505e-05
D-45 (T-34B),2.2523283444260505e-05
BE-95-55,2.2523283444260505e-05
WLAC-1,2.2523283444260505e-05
HU-16C,2.2523283444260505e-05
737-347,2.2523283444260505e-05
L-1011-385-1-15,2.2523283444260505e-05
BN-2 ISLANDER,2.2523283444260505e-05
727-223B,2.2523283444260505e-05
PA-32-300RT,2.2523283444260505e-05
PZL-104,2.2523283444260505e-05
TU206-G,2.2523283444260505e-05
AQUILLA,2.2523283444260505e-05
AGC-8,2.2523283444260505e-05
TSC-1A2,2.2523283444260505e-05
C175A,2.2523283444260505e-05
PIK-20E,2.2523283444260505e-05
AC-4B,2.2523283444260505e-05
182TR,2.2523283444260505e-05
B-737-500,2.2523283444260505e-05
S-1D,2.2523283444260505e-05
767-322ER,2.2523283444260505e-05
M-20-M,2.2523283444260505e-05
KR-2M,2.2523283444260505e-05
BEDE 5B,2.2523283444260505e-05
C-185,2.2523283444260505e-05
PA32RT-300T,2.2523283444260505e-05
G-18S,2.2523283444260505e-05
DHC-4,2.2523283444260505e-05
Zenith CH 200,2.2523283444260505e-05
Tornado,2.2523283444260505e-05
ZODIAC CH-600,2.2523283444260505e-05
DHC-8-101,2.2523283444260505e-05
Lancair Super ES,2.2523283444260505e-05
NIEUPORT II,2.2523283444260505e-05
BA-31,2.2523283444260505e-05
PA-22-20-150,2.2523283444260505e-05
OH-23C,2.2523283444260505e-05
Vortex,2.2523283444260505e-05
L1011,2.2523283444260505e-05
PA-28-235C,2.2523283444260505e-05
PITTS S1-S,2.2523283444260505e-05
MURPHY RENEGADE,2.2523283444260505e-05
FIRE FLY 7-15,2.2523283444260505e-05
E-18,2.2523283444260505e-05
VC-137B-BN,2.2523283444260505e-05
AX8,2.2523283444260505e-05
A-188,2.2523283444260505e-05
AERONCA 7FC,2.2523283444260505e-05
R22 B,2.2523283444260505e-05
RAVEN S57-A,2.2523283444260505e-05
Giles G-202,2.2523283444260505e-05
GNAT T-1,2.2523283444260505e-05
J3C-90,2.2523283444260505e-05
L-17A,2.2523283444260505e-05
BE-95-A55,2.2523283444260505e-05
VAN RV-6,2.2523283444260505e-05
A109AII,2.2523283444260505e-05
PC-6/C-H2,2.2523283444260505e-05
T210-H,2.2523283444260505e-05
PBY-6A,2.2523283444260505e-05
FIREFLY 11,2.2523283444260505e-05
VERI EZE,2.2523283444260505e-05
AS 355F,2.2523283444260505e-05
Glastar GS-1,2.2523283444260505e-05
NA265-65,2.2523283444260505e-05
SMYTH SIDEWINDER,2.2523283444260505e-05
707-323B,2.2523283444260505e-05
N-145,2.2523283444260505e-05
S-55C,2.2523283444260505e-05
SCOUT,2.2523283444260505e-05
C-141,2.2523283444260505e-05
M1,2.2523283444260505e-05
A300B4-203,2.2523283444260505e-05
R-22 BETA II,2.2523283444260505e-05
RANS S-12 AIRAILE,2.2523283444260505e-05
CHALLENGER II S,2.2523283444260505e-05
MK III,2.2523283444260505e-05
B757,2.2523283444260505e-05
B1-RD,2.2523283444260505e-05
DC-9-83(MD-83),2.2523283444260505e-05
SH-2F,2.2523283444260505e-05
33-F33A,2.2523283444260505e-05
B4-PC11AF,2.2523283444260505e-05
DO-228-201,2.2523283444260505e-05
S-2D,2.2523283444260505e-05
BIRD,2.2523283444260505e-05
M-5-180,2.2523283444260505e-05
747-212B,2.2523283444260505e-05
A65,2.2523283444260505e-05
PA-22/20-150,2.2523283444260505e-05
VAN'S RV-3,2.2523283444260505e-05
LP-49,2.2523283444260505e-05
ERCOUPE,2.2523283444260505e-05
EZE,2.2523283444260505e-05
727-257,2.2523283444260505e-05
AA5-B,2.2523283444260505e-05
ASW-20L,2.2523283444260505e-05
SUPER CAT,2.2523283444260505e-05
767-2B7,2.2523283444260505e-05
S-11 PURSUIT,2.2523283444260505e-05
HUGHES 269C,2.2523283444260505e-05
DC-7C,2.2523283444260505e-05
172-N,2.2523283444260505e-05
ASW27,2.2523283444260505e-05
C-2,2.2523283444260505e-05
F4U-7,2.2523283444260505e-05
R.2160,2.2523283444260505e-05
DER JAGER DIX,2.2523283444260505e-05
LR-24D,2.2523283444260505e-05
CITABRIA 7-GCBC,2.2523283444260505e-05
CE-208,2.2523283444260505e-05
CE-500,2.2523283444260505e-05
EC-135,2.2523283444260505e-05
SPORT,2.2523283444260505e-05
A185-F,2.2523283444260505e-05
WIZARD,2.2523283444260505e-05
PA-28-140C,2.2523283444260505e-05
BE-V35B,2.2523283444260505e-05
JUNGSTER-1,2.2523283444260505e-05
VAN'S RV-6,2.2523283444260505e-05
ARV 582,2.2523283444260505e-05
N2S-3,2.2523283444260505e-05
COMMANDER 112,2.2523283444260505e-05
SA315B LAMA,2.2523283444260505e-05
SGU2-22E,2.2523283444260505e-05
T-207,2.2523283444260505e-05
S1-T,2.2523283444260505e-05
FAN JET FALCON,2.2523283444260505e-05
PIK-20,2.2523283444260505e-05
R-22-BETA,2.2523283444260505e-05
ULTRA-PUP,2.2523283444260505e-05
STARLITE,2.2523283444260505e-05
VK30,2.2523283444260505e-05
DOUBLE EAGLE,2.2523283444260505e-05
PA-60-601,2.2523283444260505e-05
757-33N,2.2523283444260505e-05
A-140,2.2523283444260505e-05
MU-2B-36A,2.2523283444260505e-05
AT301A,2.2523283444260505e-05
TU206E,2.2523283444260505e-05
Avid Commuter,2.2523283444260505e-05
RAF-2000,2.2523283444260505e-05
BL17-31ATC,2.2523283444260505e-05
IV-1200,2.2523283444260505e-05
CAPELLA XS,2.2523283444260505e-05
S-6,2.2523283444260505e-05
ASW-20C,2.2523283444260505e-05
EA-300L,2.2523283444260505e-05
SH-3R,2.2523283444260505e-05
SA-315,2.2523283444260505e-05
TERN,2.2523283444260505e-05
FISHER CELEBRITY,2.2523283444260505e-05
A-300-B4-203,2.2523283444260505e-05
HOMEBUILT,2.2523283444260505e-05
STREAK SHADOW,2.2523283444260505e-05
EASY RISER,2.2523283444260505e-05
PA28-180C,2.2523283444260505e-05
47G3,2.2523283444260505e-05
CH-47D,2.2523283444260505e-05
KITFOX 5,2.2523283444260505e-05
B-24-R,2.2523283444260505e-05
BEDE BD-4,2.2523283444260505e-05
Pitts S-1C,2.2523283444260505e-05
188-B,2.2523283444260505e-05
MK-1,2.2523283444260505e-05
TALON XP,2.2523283444260505e-05
N22B,2.2523283444260505e-05
PITTS S1C,2.2523283444260505e-05
767-231ER,2.2523283444260505e-05
C-170B,2.2523283444260505e-05
RF5B SPERBER,2.2523283444260505e-05
FP-404,2.2523283444260505e-05
SGS-1-34,2.2523283444260505e-05
R22-BETA,2.2523283444260505e-05
SGS1-36,2.2523283444260505e-05
M-5-210TC,2.2523283444260505e-05
737-3G7,2.2523283444260505e-05
DG-200,2.2523283444260505e-05
47-G3B2,2.2523283444260505e-05
PITTS S1,2.2523283444260505e-05
RX-9,2.2523283444260505e-05
VELOCITY 173,2.2523283444260505e-05
BE 58,2.2523283444260505e-05
ZODIAC CH 601 HDS,2.2523283444260505e-05
LAK-12,2.2523283444260505e-05
EXEC-90,2.2523283444260505e-05
R-22-B,2.2523283444260505e-05
EAA BIPLANE P-2,2.2523283444260505e-05
GA7,2.2523283444260505e-05
BCS-65,2.2523283444260505e-05
767-201,2.2523283444260505e-05
212-200,2.2523283444260505e-05
720,2.2523283444260505e-05
Jodel D-9,2.2523283444260505e-05
QUICKIE 1,2.2523283444260505e-05
PA31-310,2.2523283444260505e-05
MUSTANG M-II,2.2523283444260505e-05
328-100,2.2523283444260505e-05
A-105,2.2523283444260505e-05
Falcon 20,2.2523283444260505e-05
SMITH MINI PLANE,2.2523283444260505e-05
AEROSPORT SCAMP,2.2523283444260505e-05
640 (340D),2.2523283444260505e-05
2-33-A,2.2523283444260505e-05
DG-100G,2.2523283444260505e-05
PITTS S,2.2523283444260505e-05
VANCRAFT,2.2523283444260505e-05
C-212-200,2.2523283444260505e-05
UH1-B,2.2523283444260505e-05
A-300-605R,2.2523283444260505e-05
DC-10-15,2.2523283444260505e-05
COMMANDER ELITE,2.2523283444260505e-05
AC-112A,2.2523283444260505e-05
B-747-400,2.2523283444260505e-05
J5,2.2523283444260505e-05
109A,2.2523283444260505e-05
D45,2.2523283444260505e-05
8KCAB-180,2.2523283444260505e-05
FH-227,2.2523283444260505e-05
Skyraider 1,2.2523283444260505e-05
SA-226,2.2523283444260505e-05
4101,2.2523283444260505e-05
SA227-TT,2.2523283444260505e-05
DHC-2 MK1,2.2523283444260505e-05
415E,2.2523283444260505e-05
CL600-2A12,2.2523283444260505e-05
F-28C-2,2.2523283444260505e-05
PA-32-260B,2.2523283444260505e-05
M-22,2.2523283444260505e-05
737-387,2.2523283444260505e-05
SONERAI II LTS,2.2523283444260505e-05
ELITE,2.2523283444260505e-05
BD4,2.2523283444260505e-05
AC 4,2.2523283444260505e-05
QUICKIE-2,2.2523283444260505e-05
210-5A,2.2523283444260505e-05
ATR-72,2.2523283444260505e-05
47G-2A1,2.2523283444260505e-05
BE-400A,2.2523283444260505e-05
Velocity 173RG,2.2523283444260505e-05
VENTUS CM,2.2523283444260505e-05
C33A,2.2523283444260505e-05
18S,2.2523283444260505e-05
MX7-180,2.2523283444260505e-05
BE-95A,2.2523283444260505e-05
JUNGMANN,2.2523283444260505e-05
172 E,2.2523283444260505e-05
SF-340A,2.2523283444260505e-05
MINIMAX,2.2523283444260505e-05
N-35,2.2523283444260505e-05
MONO-FLY,2.2523283444260505e-05
PA34-200,2.2523283444260505e-05
H101 SALTO,2.2523283444260505e-05
G103A,2.2523283444260505e-05
Horizon 1,2.2523283444260505e-05
305-A,2.2523283444260505e-05
BK 117 A-3,2.2523283444260505e-05
GN-1 AIRCAMPER,2.2523283444260505e-05
H50,2.2523283444260505e-05
DHC-8-401,2.2523283444260505e-05
BEDE 4,2.2523283444260505e-05
RAND KR2,2.2523283444260505e-05
AN-2,2.2523283444260505e-05
SGS 2-33AK,2.2523283444260505e-05
BT-13B,2.2523283444260505e-05
Quicksilver MX II,2.2523283444260505e-05
CAVALIER SA102.5,2.2523283444260505e-05
SONERIA II,2.2523283444260505e-05
AX-8B,2.2523283444260505e-05
727-290,2.2523283444260505e-05
CRICKET MC12,2.2523283444260505e-05
MAC-145,2.2523283444260505e-05
SONERAI II-L,2.2523283444260505e-05
727-30C,2.2523283444260505e-05
C17B,2.2523283444260505e-05
B-8MJ,2.2523283444260505e-05
UC-45J,2.2523283444260505e-05
AS355F,2.2523283444260505e-05
UH-12,2.2523283444260505e-05
SE5A REPLICA,2.2523283444260505e-05
BL17-30A,2.2523283444260505e-05
737-3T0,2.2523283444260505e-05
9C-1B,2.2523283444260505e-05
Starduster Too SA300,2.2523283444260505e-05
GC1-B,2.2523283444260505e-05
767-223,2.2523283444260505e-05
727-222A,2.2523283444260505e-05
LA 4-200,2.2523283444260505e-05
7-EC,2.2523283444260505e-05
C-188,2.2523283444260505e-05
Celebrity,2.2523283444260505e-05
UH12,2.2523283444260505e-05
SONERAI II LT,2.2523283444260505e-05
SF340B,2.2523283444260505e-05
O58B,2.2523283444260505e-05
SNS-2,2.2523283444260505e-05
Mini-500,2.2523283444260505e-05
Moni,2.2523283444260505e-05
5151RG,2.2523283444260505e-05
AVID,2.2523283444260505e-05
S-2,2.2523283444260505e-05
PITTS S2S,2.2523283444260505e-05
T28C,2.2523283444260505e-05
RUTAN VARI EZE,2.2523283444260505e-05
H-800,2.2523283444260505e-05
737-301,2.2523283444260505e-05
DC-8-73F,2.2523283444260505e-05
737-236,2.2523283444260505e-05
BA-3100,2.2523283444260505e-05
47J2,2.2523283444260505e-05
SC.7,2.2523283444260505e-05
COOT A,2.2523283444260505e-05
Lancair 4P,2.2523283444260505e-05
G164D,2.2523283444260505e-05
DC-8-62F,2.2523283444260505e-05
47G3B-1,2.2523283444260505e-05
SA330J,2.2523283444260505e-05
FH1100,2.2523283444260505e-05
S-58BT,2.2523283444260505e-05
BENSON B-8M,2.2523283444260505e-05
PA46-350P,2.2523283444260505e-05
DHC-6 Twin Otter,2.2523283444260505e-05
L5,2.2523283444260505e-05
HH43,2.2523283444260505e-05
502A,2.2523283444260505e-05
REVELATION,2.2523283444260505e-05
A 75N1,2.2523283444260505e-05
SGS 1-23H-15,2.2523283444260505e-05
C-210,2.2523283444260505e-05
BT-13,2.2523283444260505e-05
RALLEY RX7,2.2523283444260505e-05
T18C,2.2523283444260505e-05
HK 36R SUPER DIMONA,2.2523283444260505e-05
DHC-1B,2.2523283444260505e-05
HATZ CB-1,2.2523283444260505e-05
Nimbus-3DM,2.2523283444260505e-05
EXPRESS,2.2523283444260505e-05
M74,2.2523283444260505e-05
BO 105LS A-3,2.2523283444260505e-05
FIRE FLY 8-24,2.2523283444260505e-05
M-18B,2.2523283444260505e-05
WACO YMF5,2.2523283444260505e-05
C-177B,2.2523283444260505e-05
C-140,2.2523283444260505e-05
PA-23-250B,2.2523283444260505e-05
CM 170,2.2523283444260505e-05
UH-12L4,2.2523283444260505e-05
COMMANDER 503,2.2523283444260505e-05
RV3-A,2.2523283444260505e-05
727-2M7,2.2523283444260505e-05
201,2.2523283444260505e-05
DC-8-51,2.2523283444260505e-05
VARI VIGGEN,2.2523283444260505e-05
737-790,2.2523283444260505e-05
SPORT TRAINER,2.2523283444260505e-05
FN-333,2.2523283444260505e-05
620TP,2.2523283444260505e-05
680T,2.2523283444260505e-05
SWEARINGEN SX-300,2.2523283444260505e-05
AT-501,2.2523283444260505e-05
TOMCAT,2.2523283444260505e-05
ATO,2.2523283444260505e-05
G-V,2.2523283444260505e-05
MK-5,2.2523283444260505e-05
ACRO II,2.2523283444260505e-05
ERCOUPE 415-D,2.2523283444260505e-05
CALLAIR A-9A,2.2523283444260505e-05
IS-29D,2.2523283444260505e-05
BE-100,2.2523283444260505e-05
ASW-20BL,2.2523283444260505e-05
B-95,2.2523283444260505e-05
S-76A++,2.2523283444260505e-05
KOLB MARK 3,2.2523283444260505e-05
A2A,2.2523283444260505e-05
SA100,2.2523283444260505e-05
SGS-1-26E,2.2523283444260505e-05
65-TL,2.2523283444260505e-05
CORBEN ACE,2.2523283444260505e-05
F28 Mk 0100,2.2523283444260505e-05
AERONCA 7GC,2.2523283444260505e-05
V-90,2.2523283444260505e-05
CAP 231,2.2523283444260505e-05
2+2,2.2523283444260505e-05
182G-460,2.2523283444260505e-05
PA28-200,2.2523283444260505e-05
DC-8-73,2.2523283444260505e-05
CALAIR A-9B,2.2523283444260505e-05
AIRCOUPE A-2,2.2523283444260505e-05
HH-43B/F,2.2523283444260505e-05
S-12 AIRAILE,2.2523283444260505e-05
VELOCITY XL/RG,2.2523283444260505e-05
AVID MK IV,2.2523283444260505e-05
BD5,2.2523283444260505e-05
QUICKSILVER GT-500,2.2523283444260505e-05
TB-25N,2.2523283444260505e-05
BK-117-B2,2.2523283444260505e-05
747-251B,2.2523283444260505e-05
SEAWIND,2.2523283444260505e-05
AX8-90,2.2523283444260505e-05
GENESIS 2,2.2523283444260505e-05
CV-240,2.2523283444260505e-05
DISCUS-B,2.2523283444260505e-05
COYOTE,2.2523283444260505e-05
MARK V,2.2523283444260505e-05
SUPER BLANIK L-23,2.2523283444260505e-05
Avid Bandit,2.2523283444260505e-05
W-8 TAILWIND,2.2523283444260505e-05
UH-12E4,2.2523283444260505e-05
BE90,2.2523283444260505e-05
SGU-2-22E,2.2523283444260505e-05
PL-4A,2.2523283444260505e-05
L-17B,2.2523283444260505e-05
1-35C,2.2523283444260505e-05
SEA HAWKER,2.2523283444260505e-05
SONERAI,2.2523283444260505e-05
17,2.2523283444260505e-05
SLINGSHOT,2.2523283444260505e-05
707-355C,2.2523283444260505e-05
KIT FOX XL,2.2523283444260505e-05
T-310P,2.2523283444260505e-05
6,2.2523283444260505e-05
MD369D,2.2523283444260505e-05
503,2.2523283444260505e-05
DO-228-202,2.2523283444260505e-05
PBY-5A,2.2523283444260505e-05
BE-95-B55,2.2523283444260505e-05
757-2B7,2.2523283444260505e-05
109,2.2523283444260505e-05
WAG-A-BOND,2.2523283444260505e-05
S61A,2.2523283444260505e-05
12-C,2.2523283444260505e-05
G-164A-450,2.2523283444260505e-05
BL28,2.2523283444260505e-05
S2R-R1820,2.2523283444260505e-05
C-182J,2.2523283444260505e-05
V35-TC,2.2523283444260505e-05
AS350-D,2.2523283444260505e-05
ROTEC RALLY 3,2.2523283444260505e-05
PA-601,2.2523283444260505e-05
STARDUSTER SA 300,2.2523283444260505e-05
610,2.2523283444260505e-05
PA23-150,2.2523283444260505e-05
L-29,2.2523283444260505e-05
767-323ER,2.2523283444260505e-05
HU-16,2.2523283444260505e-05
S55B,2.2523283444260505e-05
UH 12-E,2.2523283444260505e-05
H18S,2.2523283444260505e-05
MIDGET MUSTANG I,2.2523283444260505e-05
S1A,2.2523283444260505e-05
A-188-B,2.2523283444260505e-05
L1011-385-1,2.2523283444260505e-05
S2R-T45,2.2523283444260505e-05
182-D,2.2523283444260505e-05
B-90,2.2523283444260505e-05
BD-5T,2.2523283444260505e-05
737-3M8,2.2523283444260505e-05
3A,2.2523283444260505e-05
BE-55B,2.2523283444260505e-05
B-737-222,2.2523283444260505e-05
PA-46-310,2.2523283444260505e-05
E-75,2.2523283444260505e-05
C170A,2.2523283444260505e-05
ACEY DEUCY P70,2.2523283444260505e-05
DAVIS DA-2A,2.2523283444260505e-05
YS-11A-600,2.2523283444260505e-05
G-164A-600,2.2523283444260505e-05
AS-355,2.2523283444260505e-05
HS-125-700,2.2523283444260505e-05
TEENIE II,2.2523283444260505e-05
B1A,2.2523283444260505e-05
DH6,2.2523283444260505e-05
34-200T,2.2523283444260505e-05
F-86,2.2523283444260505e-05
C172P,2.2523283444260505e-05
HA-200 SAETA,2.2523283444260505e-05
CP328 SUPER EMERAUDE,2.2523283444260505e-05
BV-107 II,2.2523283444260505e-05
C-172F,2.2523283444260505e-05
BE-24R,2.2523283444260505e-05
UH-1V,2.2523283444260505e-05
500-E,2.2523283444260505e-05
F4U-5,2.2523283444260505e-05
C-150K,2.2523283444260505e-05
EAA BIPLANE P,2.2523283444260505e-05
SONERAI 1,2.2523283444260505e-05
EMB-110-P1,2.2523283444260505e-05
CH-19E,2.2523283444260505e-05
PA32-301T,2.2523283444260505e-05
1125 WESTWIND ASTRA,2.2523283444260505e-05
8-KCAB,2.2523283444260505e-05
TA,2.2523283444260505e-05
PA-30B-160,2.2523283444260505e-05
BL,2.2523283444260505e-05
SGS 1-34R,2.2523283444260505e-05
A320-212,2.2523283444260505e-05
767-224,2.2523283444260505e-05
A-340,2.2523283444260505e-05
UC-64A,2.2523283444260505e-05
U-6A,2.2523283444260505e-05
PULSAR 582,2.2523283444260505e-05
DC-8F-55,2.2523283444260505e-05
EXECUTIVE 162F,2.2523283444260505e-05
A-300B4-2C,2.2523283444260505e-05
X-5,2.2523283444260505e-05
Pulsar XP,2.2523283444260505e-05
B-24R,2.2523283444260505e-05
COUGAR-1,2.2523283444260505e-05
MIG 15UTI,2.2523283444260505e-05
280 FX,2.2523283444260505e-05
BH-206-B,2.2523283444260505e-05
FISHER FP 404,2.2523283444260505e-05
POLLIWAGON,2.2523283444260505e-05
A-310,2.2523283444260505e-05
MD-11-F,2.2523283444260505e-05
TB 9 TAMPICO,2.2523283444260505e-05
MINI DSA-1,2.2523283444260505e-05
L23,2.2523283444260505e-05
P,2.2523283444260505e-05
GlaStar,2.2523283444260505e-05
Acro Sport I,2.2523283444260505e-05
Aircamper,2.2523283444260505e-05
T28B,2.2523283444260505e-05
Kitfox Series 5,2.2523283444260505e-05
Genesis 2,2.2523283444260505e-05
Rutan/Defiant,2.2523283444260505e-05
Vans RV6A,2.2523283444260505e-05
C-1A,2.2523283444260505e-05
YPF-7,2.2523283444260505e-05
T-34,2.2523283444260505e-05
240-27,2.2523283444260505e-05
12-E,2.2523283444260505e-05
7GBC,2.2523283444260505e-05
F-27F,2.2523283444260505e-05
B-737-201,2.2523283444260505e-05
STARDUSTER TWO,2.2523283444260505e-05
Vans RV-9A,2.2523283444260505e-05
Kitfox Model III,2.2523283444260505e-05
Velocity XL-RG,2.2523283444260505e-05
SGU 2-22E,2.2523283444260505e-05
S-12 XL,2.2523283444260505e-05
Aerostar 602P,2.2523283444260505e-05
3201,2.2523283444260505e-05
Rans S-12XL,2.2523283444260505e-05
G-73-T,2.2523283444260505e-05
PA-28-140E,2.2523283444260505e-05
RALLY 3B,2.2523283444260505e-05
EAGLE,2.2523283444260505e-05
Zodiac 601HD,2.2523283444260505e-05
A-1 HUSKY,2.2523283444260505e-05
Concorde,2.2523283444260505e-05
717,2.2523283444260505e-05
LR-35A,2.2523283444260505e-05
