iter	Logloss
422	0.01861930157
423	0.01861930157
424	0.01861930157
425	0.01861930157
426	0.01861930157
427	0.01861930157
428	0.01861930157
429	0.01861930157
430	0.01861930157
431	0.01861930157
432	0.01861930157
433	0.01861930157
434	0.01861930157
435	0.01861930157
436	0.01861930157
437	0.01861930157
438	0.01861930157
439	0.01861930157
440	0.01861930157
441	0.01861930157
442	0.01861930157
443	0.01861930157
444	0.01861930157
445	0.01861930157
446	0.01861930157
447	0.01861930157
448	0.01861930157
449	0.01861930157
450	0.01861930157
451	0.01861930157
452	0.01861930157
453	0.01861930157
454	0.01861930157
455	0.01861930157
456	0.01861930157
457	0.01861930157
458	0.01861930157
459	0.01861930157
460	0.01861930157
461	0.01861930157
462	0.01861930157
463	0.01861930157
464	0.01861930157
465	0.01861930157
466	0.01861930157
467	0.01861930157
468	0.01861930157
469	0.01861930157
470	0.01861930157
471	0.01861930157
472	0.01861930157
473	0.01861930157
474	0.01861930157
475	0.01861930157
476	0.01861930157
477	0.01861930157
478	0.01861930157
479	0.01861930157
480	0.01861930157
481	0.01861930157
482	0.01861930157
483	0.01861930157
484	0.01861930157
485	0.01861930157
486	0.01861930157
487	0.01861930157
488	0.01861930157
489	0.01861930157
490	0.01861930157
491	0.01861930157
492	0.01861930157
493	0.01861930157
494	0.01861930157
495	0.01861930157
496	0.01861930157
497	0.01861930157
498	0.01861930157
499	0.01861930157
